Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
ERR4999569_1	(35, 4602.0)	(40, 3555.0)	(45, 4440.0)	(50, 5176.0)	(55, 6172.0)	(60, 6798.0)	(65, 7863.0)	(70, 8898.0)	(75, 9802.0)	(80, 10681.0)	(85, 11679.0)	(90, 12252.0)	(95, 12961.0)	(100, 13446.0)	(105, 14072.0)	(110, 14773.0)	(115, 14746.0)	(120, 15077.0)	(125, 15365.0)	(130, 15271.0)	(135, 15647.0)	(140, 15668.0)	(145, 15366.0)	(150, 15342.0)	(155, 15259.0)	(160, 15058.0)	(165, 15102.0)	(170, 14838.0)	(175, 14462.0)	(180, 14205.0)	(185, 14118.0)	(190, 13907.0)	(195, 13669.0)	(200, 13262.0)	(205, 12933.0)	(210, 12510.0)	(215, 12348.0)	(220, 12254.0)	(225, 12081.0)	(230, 11809.0)	(235, 11411.0)	(240, 11005.0)	(245, 40855.0)	(250, 367139.0)
ERR4999569_2	(35, 4588.0)	(40, 3530.0)	(45, 4416.0)	(50, 5159.0)	(55, 6154.0)	(60, 6773.0)	(65, 7847.0)	(70, 8849.0)	(75, 9770.0)	(80, 10621.0)	(85, 11612.0)	(90, 12213.0)	(95, 12925.0)	(100, 13371.0)	(105, 14008.0)	(110, 14690.0)	(115, 14642.0)	(120, 14958.0)	(125, 15264.0)	(130, 15158.0)	(135, 15557.0)	(140, 15507.0)	(145, 15258.0)	(150, 15209.0)	(155, 15132.0)	(160, 14908.0)	(165, 14964.0)	(170, 14692.0)	(175, 14252.0)	(180, 13991.0)	(185, 13959.0)	(190, 13737.0)	(195, 13512.0)	(200, 13084.0)	(205, 12830.0)	(210, 12321.0)	(215, 12202.0)	(220, 12029.0)	(225, 11881.0)	(230, 11571.0)	(235, 11211.0)	(240, 10826.0)	(245, 40872.0)	(250, 371824.0)
ERR4999570_1	(35, 3805.0)	(40, 2908.0)	(45, 3642.0)	(50, 4149.0)	(55, 4769.0)	(60, 5295.0)	(65, 5965.0)	(70, 6757.0)	(75, 7387.0)	(80, 7806.0)	(85, 8717.0)	(90, 9139.0)	(95, 9678.0)	(100, 10313.0)	(105, 10878.0)	(110, 11188.0)	(115, 11430.0)	(120, 11733.0)	(125, 11980.0)	(130, 12268.0)	(135, 12707.0)	(140, 12566.0)	(145, 12913.0)	(150, 12649.0)	(155, 12688.0)	(160, 12629.0)	(165, 12705.0)	(170, 12462.0)	(175, 12614.0)	(180, 12573.0)	(185, 12224.0)	(190, 12094.0)	(195, 12072.0)	(200, 11869.0)	(205, 11610.0)	(210, 11420.0)	(215, 11301.0)	(220, 11035.0)	(225, 10997.0)	(230, 10677.0)	(235, 10512.0)	(240, 10264.0)	(245, 41817.0)	(250, 390092.0)
ERR4999570_2	(35, 3816.0)	(40, 2892.0)	(45, 3644.0)	(50, 4150.0)	(55, 4759.0)	(60, 5303.0)	(65, 5950.0)	(70, 6731.0)	(75, 7371.0)	(80, 7806.0)	(85, 8731.0)	(90, 9140.0)	(95, 9684.0)	(100, 10294.0)	(105, 10837.0)	(110, 11160.0)	(115, 11428.0)	(120, 11689.0)	(125, 11932.0)	(130, 12226.0)	(135, 12607.0)	(140, 12520.0)	(145, 12868.0)	(150, 12568.0)	(155, 12621.0)	(160, 12523.0)	(165, 12618.0)	(170, 12383.0)	(175, 12495.0)	(180, 12457.0)	(185, 12105.0)	(190, 11993.0)	(195, 11950.0)	(200, 11735.0)	(205, 11492.0)	(210, 11282.0)	(215, 11133.0)	(220, 10902.0)	(225, 10882.0)	(230, 10460.0)	(235, 10328.0)	(240, 10014.0)	(245, 41851.0)	(250, 392967.0)
ERR4999571_1	(35, 1504.0)	(40, 1648.0)	(45, 1991.0)	(50, 2197.0)	(55, 2330.0)	(60, 2462.0)	(65, 2648.0)	(70, 2788.0)	(75, 2971.0)	(80, 2935.0)	(85, 3142.0)	(90, 3054.0)	(95, 3345.0)	(100, 3348.0)	(105, 3353.0)	(110, 3282.0)	(115, 3443.0)	(120, 3418.0)	(125, 3527.0)	(130, 3649.0)	(135, 3688.0)	(140, 3812.0)	(145, 3810.0)	(150, 3935.0)	(155, 4011.0)	(160, 4024.0)	(165, 4126.0)	(170, 4235.0)	(175, 4161.0)	(180, 4461.0)	(185, 4419.0)	(190, 4625.0)	(195, 4630.0)	(200, 4754.0)	(205, 4831.0)	(210, 4869.0)	(215, 5104.0)	(220, 5125.0)	(225, 5175.0)	(230, 5352.0)	(235, 5563.0)	(240, 5677.0)	(245, 65679.0)	(250, 756443.0)
ERR4999571_2	(35, 1439.0)	(40, 1591.0)	(45, 1924.0)	(50, 2142.0)	(55, 2253.0)	(60, 2394.0)	(65, 2572.0)	(70, 2715.0)	(75, 2872.0)	(80, 2851.0)	(85, 3061.0)	(90, 2970.0)	(95, 3270.0)	(100, 3251.0)	(105, 3262.0)	(110, 3200.0)	(115, 3378.0)	(120, 3332.0)	(125, 3434.0)	(130, 3524.0)	(135, 3585.0)	(140, 3704.0)	(145, 3684.0)	(150, 3785.0)	(155, 3870.0)	(160, 3889.0)	(165, 3957.0)	(170, 4070.0)	(175, 3995.0)	(180, 4277.0)	(185, 4236.0)	(190, 4405.0)	(195, 4421.0)	(200, 4531.0)	(205, 4615.0)	(210, 4598.0)	(215, 4835.0)	(220, 4862.0)	(225, 4870.0)	(230, 4980.0)	(235, 5250.0)	(240, 5252.0)	(245, 64331.0)	(250, 764107.0)
ERR4999572_1	(35, 6587.0)	(40, 4946.0)	(45, 5965.0)	(50, 6749.0)	(55, 7626.0)	(60, 8576.0)	(65, 9139.0)	(70, 9683.0)	(75, 10387.0)	(80, 11443.0)	(85, 12057.0)	(90, 12936.0)	(95, 13221.0)	(100, 13725.0)	(105, 14165.0)	(110, 14596.0)	(115, 14866.0)	(120, 15126.0)	(125, 15556.0)	(130, 15839.0)	(135, 15553.0)	(140, 15914.0)	(145, 15824.0)	(150, 15649.0)	(155, 15900.0)	(160, 15816.0)	(165, 15621.0)	(170, 15568.0)	(175, 15415.0)	(180, 15233.0)	(185, 14835.0)	(190, 14818.0)	(195, 14481.0)	(200, 14230.0)	(205, 13980.0)	(210, 13884.0)	(215, 13610.0)	(220, 13335.0)	(225, 13205.0)	(230, 13258.0)	(235, 12838.0)	(240, 12604.0)	(245, 52527.0)	(250, 498853.0)
ERR4999572_2	(35, 6563.0)	(40, 4934.0)	(45, 5958.0)	(50, 6757.0)	(55, 7632.0)	(60, 8562.0)	(65, 9157.0)	(70, 9682.0)	(75, 10382.0)	(80, 11409.0)	(85, 12031.0)	(90, 12872.0)	(95, 13195.0)	(100, 13696.0)	(105, 14048.0)	(110, 14507.0)	(115, 14811.0)	(120, 15052.0)	(125, 15479.0)	(130, 15765.0)	(135, 15498.0)	(140, 15839.0)	(145, 15706.0)	(150, 15523.0)	(155, 15766.0)	(160, 15694.0)	(165, 15481.0)	(170, 15438.0)	(175, 15225.0)	(180, 15070.0)	(185, 14712.0)	(190, 14644.0)	(195, 14342.0)	(200, 14057.0)	(205, 13825.0)	(210, 13688.0)	(215, 13406.0)	(220, 13126.0)	(225, 13007.0)	(230, 13000.0)	(235, 12664.0)	(240, 12399.0)	(245, 52929.0)	(250, 502608.0)
ERR4999574_1	(35, 3945.0)	(40, 4042.0)	(45, 4798.0)	(50, 5110.0)	(55, 5576.0)	(60, 5762.0)	(65, 6024.0)	(70, 6230.0)	(75, 6570.0)	(80, 6666.0)	(85, 6790.0)	(90, 6990.0)	(95, 7207.0)	(100, 7276.0)	(105, 7383.0)	(110, 7383.0)	(115, 7186.0)	(120, 7597.0)	(125, 7708.0)	(130, 7607.0)	(135, 7749.0)	(140, 7702.0)	(145, 7739.0)	(150, 7939.0)	(155, 7889.0)	(160, 8027.0)	(165, 8186.0)	(170, 8244.0)	(175, 8081.0)	(180, 8110.0)	(185, 8192.0)	(190, 8293.0)	(195, 8317.0)	(200, 8345.0)	(205, 8627.0)	(210, 8635.0)	(215, 8586.0)	(220, 8839.0)	(225, 8883.0)	(230, 8936.0)	(235, 9144.0)	(240, 9001.0)	(245, 62706.0)	(250, 672281.0)
ERR4999574_2	(35, 3852.0)	(40, 3937.0)	(45, 4669.0)	(50, 4967.0)	(55, 5420.0)	(60, 5610.0)	(65, 5880.0)	(70, 6083.0)	(75, 6411.0)	(80, 6506.0)	(85, 6588.0)	(90, 6810.0)	(95, 7003.0)	(100, 7082.0)	(105, 7196.0)	(110, 7187.0)	(115, 6971.0)	(120, 7349.0)	(125, 7449.0)	(130, 7335.0)	(135, 7501.0)	(140, 7452.0)	(145, 7481.0)	(150, 7696.0)	(155, 7606.0)	(160, 7754.0)	(165, 7874.0)	(170, 7914.0)	(175, 7786.0)	(180, 7825.0)	(185, 7884.0)	(190, 7984.0)	(195, 8046.0)	(200, 7992.0)	(205, 8265.0)	(210, 8273.0)	(215, 8243.0)	(220, 8410.0)	(225, 8434.0)	(230, 8428.0)	(235, 8693.0)	(240, 8586.0)	(245, 62042.0)	(250, 683827.0)
ERR4999575_1	(35, 3526.0)	(40, 4229.0)	(45, 6240.0)	(50, 8470.0)	(55, 11132.0)	(60, 13795.0)	(65, 16664.0)	(70, 19793.0)	(75, 22755.0)	(80, 25261.0)	(85, 27828.0)	(90, 30088.0)	(95, 31545.0)	(100, 33379.0)	(105, 34088.0)	(110, 34876.0)	(115, 35218.0)	(120, 35210.0)	(125, 35358.0)	(130, 34932.0)	(135, 34329.0)	(140, 33986.0)	(145, 33376.0)	(150, 32337.0)	(155, 31479.0)	(160, 30720.0)	(165, 29468.0)	(170, 28066.0)	(175, 27338.0)	(180, 26212.0)	(185, 25073.0)	(190, 23900.0)	(195, 22861.0)	(200, 21948.0)	(205, 21021.0)	(210, 19962.0)	(215, 19074.0)	(220, 18226.0)	(225, 17061.0)	(230, 16450.0)	(235, 15701.0)	(240, 14759.0)	(245, 33220.0)	(250, 239290.0)
ERR4999575_2	(35, 3425.0)	(40, 4113.0)	(45, 6033.0)	(50, 8266.0)	(55, 10848.0)	(60, 13417.0)	(65, 16277.0)	(70, 19319.0)	(75, 22201.0)	(80, 24703.0)	(85, 27155.0)	(90, 29391.0)	(95, 30811.0)	(100, 32584.0)	(105, 33260.0)	(110, 34082.0)	(115, 34491.0)	(120, 34441.0)	(125, 34518.0)	(130, 34148.0)	(135, 33546.0)	(140, 33208.0)	(145, 32581.0)	(150, 31562.0)	(155, 30735.0)	(160, 30061.0)	(165, 28758.0)	(170, 27389.0)	(175, 26748.0)	(180, 25619.0)	(185, 24434.0)	(190, 23276.0)	(195, 22319.0)	(200, 21388.0)	(205, 20485.0)	(210, 19445.0)	(215, 18544.0)	(220, 17786.0)	(225, 16691.0)	(230, 15988.0)	(235, 15366.0)	(240, 14447.0)	(245, 34259.0)	(250, 262126.0)
ERR4999577_1	(35, 3561.0)	(40, 4447.0)	(45, 6973.0)	(50, 10114.0)	(55, 14084.0)	(60, 18792.0)	(65, 24040.0)	(70, 29707.0)	(75, 35455.0)	(80, 41534.0)	(85, 46576.0)	(90, 51614.0)	(95, 55224.0)	(100, 58999.0)	(105, 61368.0)	(110, 63121.0)	(115, 64459.0)	(120, 64992.0)	(125, 65179.0)	(130, 65500.0)	(135, 65051.0)	(140, 63864.0)	(145, 62420.0)	(150, 61345.0)	(155, 59787.0)	(160, 57757.0)	(165, 56377.0)	(170, 54276.0)	(175, 51951.0)	(180, 50370.0)	(185, 48575.0)	(190, 46443.0)	(195, 44583.0)	(200, 42184.0)	(205, 40533.0)	(210, 38582.0)	(215, 36585.0)	(220, 35087.0)	(225, 33244.0)	(230, 31411.0)	(235, 29900.0)	(240, 28402.0)	(245, 63166.0)	(250, 448479.0)
ERR4999577_2	(35, 3530.0)	(40, 4436.0)	(45, 6949.0)	(50, 10051.0)	(55, 14034.0)	(60, 18720.0)	(65, 23965.0)	(70, 29594.0)	(75, 35360.0)	(80, 41432.0)	(85, 46368.0)	(90, 51373.0)	(95, 54956.0)	(100, 58716.0)	(105, 61139.0)	(110, 62808.0)	(115, 64193.0)	(120, 64635.0)	(125, 64833.0)	(130, 65116.0)	(135, 64691.0)	(140, 63411.0)	(145, 62004.0)	(150, 60997.0)	(155, 59354.0)	(160, 57280.0)	(165, 55934.0)	(170, 53822.0)	(175, 51564.0)	(180, 49979.0)	(185, 48170.0)	(190, 45974.0)	(195, 44175.0)	(200, 41751.0)	(205, 40156.0)	(210, 38150.0)	(215, 36092.0)	(220, 34598.0)	(225, 32902.0)	(230, 30935.0)	(235, 29514.0)	(240, 27983.0)	(245, 63040.0)	(250, 461427.0)
ERR5000113_1	(35, 4202.0)	(40, 3518.0)	(45, 4289.0)	(50, 5027.0)	(55, 5857.0)	(60, 6642.0)	(65, 7295.0)	(70, 8203.0)	(75, 9113.0)	(80, 10202.0)	(85, 11060.0)	(90, 12062.0)	(95, 12784.0)	(100, 13468.0)	(105, 14285.0)	(110, 14969.0)	(115, 15462.0)	(120, 15895.0)	(125, 16143.0)	(130, 16553.0)	(135, 16621.0)	(140, 16855.0)	(145, 17090.0)	(150, 16875.0)	(155, 16986.0)	(160, 16821.0)	(165, 16738.0)	(170, 16319.0)	(175, 16363.0)	(180, 16206.0)	(185, 15980.0)	(190, 15891.0)	(195, 15484.0)	(200, 15222.0)	(205, 14820.0)	(210, 14813.0)	(215, 14644.0)	(220, 14147.0)	(225, 13841.0)	(230, 13610.0)	(235, 13269.0)	(240, 13184.0)	(245, 47184.0)	(250, 424217.0)
ERR5000113_2	(35, 4179.0)	(40, 3481.0)	(45, 4263.0)	(50, 4975.0)	(55, 5812.0)	(60, 6602.0)	(65, 7255.0)	(70, 8158.0)	(75, 9072.0)	(80, 10156.0)	(85, 11014.0)	(90, 12001.0)	(95, 12737.0)	(100, 13372.0)	(105, 14195.0)	(110, 14868.0)	(115, 15373.0)	(120, 15720.0)	(125, 15974.0)	(130, 16378.0)	(135, 16409.0)	(140, 16669.0)	(145, 16906.0)	(150, 16670.0)	(155, 16844.0)	(160, 16638.0)	(165, 16514.0)	(170, 16144.0)	(175, 16160.0)	(180, 15975.0)	(185, 15780.0)	(190, 15632.0)	(195, 15260.0)	(200, 14970.0)	(205, 14590.0)	(210, 14553.0)	(215, 14309.0)	(220, 13884.0)	(225, 13598.0)	(230, 13264.0)	(235, 13038.0)	(240, 12899.0)	(245, 47763.0)	(250, 430155.0)
ERR5000114_1	(35, 2460.0)	(40, 3067.0)	(45, 4264.0)	(50, 5746.0)	(55, 7141.0)	(60, 8923.0)	(65, 10679.0)	(70, 12342.0)	(75, 14158.0)	(80, 15971.0)	(85, 17262.0)	(90, 18673.0)	(95, 19977.0)	(100, 20850.0)	(105, 22256.0)	(110, 22722.0)	(115, 23550.0)	(120, 24066.0)	(125, 24516.0)	(130, 24537.0)	(135, 24755.0)	(140, 24664.0)	(145, 24642.0)	(150, 24446.0)	(155, 24187.0)	(160, 23838.0)	(165, 23430.0)	(170, 23247.0)	(175, 22715.0)	(180, 21964.0)	(185, 21498.0)	(190, 20598.0)	(195, 20273.0)	(200, 19537.0)	(205, 18990.0)	(210, 18141.0)	(215, 17698.0)	(220, 16764.0)	(225, 16188.0)	(230, 15449.0)	(235, 14683.0)	(240, 14288.0)	(245, 32051.0)	(250, 228803.0)
ERR5000114_2	(35, 2440.0)	(40, 3020.0)	(45, 4201.0)	(50, 5670.0)	(55, 7068.0)	(60, 8814.0)	(65, 10547.0)	(70, 12192.0)	(75, 13998.0)	(80, 15821.0)	(85, 17031.0)	(90, 18497.0)	(95, 19773.0)	(100, 20666.0)	(105, 22069.0)	(110, 22508.0)	(115, 23318.0)	(120, 23834.0)	(125, 24240.0)	(130, 24311.0)	(135, 24538.0)	(140, 24431.0)	(145, 24362.0)	(150, 24207.0)	(155, 23934.0)	(160, 23545.0)	(165, 23159.0)	(170, 22967.0)	(175, 22465.0)	(180, 21663.0)	(185, 21219.0)	(190, 20320.0)	(195, 20017.0)	(200, 19249.0)	(205, 18635.0)	(210, 17831.0)	(215, 17391.0)	(220, 16452.0)	(225, 15905.0)	(230, 14965.0)	(235, 14346.0)	(240, 13869.0)	(245, 32630.0)	(250, 237891.0)
ERR5000123_1	(35, 2544.0)	(40, 2793.0)	(45, 3206.0)	(50, 3614.0)	(55, 3963.0)	(60, 4070.0)	(65, 4446.0)	(70, 4521.0)	(75, 4791.0)	(80, 4719.0)	(85, 4987.0)	(90, 4956.0)	(95, 5073.0)	(100, 5112.0)	(105, 5296.0)	(110, 5475.0)	(115, 5475.0)	(120, 5496.0)	(125, 5462.0)	(130, 5698.0)	(135, 5614.0)	(140, 5780.0)	(145, 5908.0)	(150, 5919.0)	(155, 6087.0)	(160, 6019.0)	(165, 6035.0)	(170, 6105.0)	(175, 6184.0)	(180, 6322.0)	(185, 6469.0)	(190, 6481.0)	(195, 6657.0)	(200, 6777.0)	(205, 6652.0)	(210, 6980.0)	(215, 6879.0)	(220, 7048.0)	(225, 7170.0)	(230, 7343.0)	(235, 7538.0)	(240, 7662.0)	(245, 72755.0)	(250, 812071.0)
ERR5000123_2	(35, 2458.0)	(40, 2705.0)	(45, 3094.0)	(50, 3503.0)	(55, 3847.0)	(60, 3946.0)	(65, 4315.0)	(70, 4404.0)	(75, 4656.0)	(80, 4587.0)	(85, 4841.0)	(90, 4849.0)	(95, 4891.0)	(100, 4961.0)	(105, 5139.0)	(110, 5327.0)	(115, 5313.0)	(120, 5321.0)	(125, 5300.0)	(130, 5526.0)	(135, 5452.0)	(140, 5601.0)	(145, 5735.0)	(150, 5714.0)	(155, 5891.0)	(160, 5814.0)	(165, 5819.0)	(170, 5864.0)	(175, 5924.0)	(180, 6066.0)	(185, 6224.0)	(190, 6168.0)	(195, 6409.0)	(200, 6453.0)	(205, 6337.0)	(210, 6613.0)	(215, 6546.0)	(220, 6696.0)	(225, 6773.0)	(230, 6869.0)	(235, 7144.0)	(240, 7155.0)	(245, 71526.0)	(250, 822376.0)
ERR5000189_1	(35, 11051.0)	(40, 12568.0)	(45, 17315.0)	(50, 22417.0)	(55, 27303.0)	(60, 31479.0)	(65, 34891.0)	(70, 37593.0)	(75, 38956.0)	(80, 39802.0)	(85, 39845.0)	(90, 39196.0)	(95, 38882.0)	(100, 37606.0)	(105, 35869.0)	(110, 34902.0)	(115, 32629.0)	(120, 31090.0)	(125, 29354.0)	(130, 27524.0)	(135, 26025.0)	(140, 24185.0)	(145, 23240.0)	(150, 21507.0)	(155, 20432.0)	(160, 18779.0)	(165, 17421.0)	(170, 16565.0)	(175, 15744.0)	(180, 14631.0)	(185, 13552.0)	(190, 12895.0)	(195, 12020.0)	(200, 11282.0)	(205, 11015.0)	(210, 10357.0)	(215, 9736.0)	(220, 9099.0)	(225, 8695.0)	(230, 8263.0)	(235, 7945.0)	(240, 7494.0)	(245, 20079.0)	(250, 161920.0)
ERR5000189_2	(35, 10846.0)	(40, 12359.0)	(45, 17051.0)	(50, 22132.0)	(55, 26906.0)	(60, 31045.0)	(65, 34380.0)	(70, 37070.0)	(75, 38358.0)	(80, 39206.0)	(85, 39321.0)	(90, 38620.0)	(95, 38345.0)	(100, 37089.0)	(105, 35345.0)	(110, 34338.0)	(115, 32059.0)	(120, 30683.0)	(125, 28890.0)	(130, 27077.0)	(135, 25611.0)	(140, 23855.0)	(145, 22868.0)	(150, 21193.0)	(155, 20095.0)	(160, 18471.0)	(165, 17121.0)	(170, 16291.0)	(175, 15457.0)	(180, 14302.0)	(185, 13284.0)	(190, 12608.0)	(195, 11764.0)	(200, 11070.0)	(205, 10721.0)	(210, 10113.0)	(215, 9465.0)	(220, 8852.0)	(225, 8505.0)	(230, 7946.0)	(235, 7708.0)	(240, 7201.0)	(245, 21347.0)	(250, 176185.0)
ERR5000190_1	(35, 2865.0)	(40, 2960.0)	(45, 3377.0)	(50, 3729.0)	(55, 4007.0)	(60, 4063.0)	(65, 4392.0)	(70, 4306.0)	(75, 4662.0)	(80, 4754.0)	(85, 4912.0)	(90, 4979.0)	(95, 4949.0)	(100, 5180.0)	(105, 5131.0)	(110, 5454.0)	(115, 5367.0)	(120, 5434.0)	(125, 5397.0)	(130, 5561.0)	(135, 5552.0)	(140, 5691.0)	(145, 5757.0)	(150, 5623.0)	(155, 5950.0)	(160, 5973.0)	(165, 6135.0)	(170, 6150.0)	(175, 6218.0)	(180, 6310.0)	(185, 6241.0)	(190, 6509.0)	(195, 6358.0)	(200, 6552.0)	(205, 6677.0)	(210, 6780.0)	(215, 6771.0)	(220, 6967.0)	(225, 7121.0)	(230, 7153.0)	(235, 7299.0)	(240, 7365.0)	(245, 70841.0)	(250, 793887.0)
ERR5000190_2	(35, 2685.0)	(40, 2793.0)	(45, 3201.0)	(50, 3545.0)	(55, 3797.0)	(60, 3884.0)	(65, 4196.0)	(70, 4137.0)	(75, 4432.0)	(80, 4541.0)	(85, 4723.0)	(90, 4788.0)	(95, 4705.0)	(100, 4951.0)	(105, 4890.0)	(110, 5208.0)	(115, 5145.0)	(120, 5160.0)	(125, 5177.0)	(130, 5302.0)	(135, 5282.0)	(140, 5435.0)	(145, 5466.0)	(150, 5346.0)	(155, 5613.0)	(160, 5676.0)	(165, 5775.0)	(170, 5803.0)	(175, 5892.0)	(180, 5911.0)	(185, 5858.0)	(190, 6099.0)	(195, 5950.0)	(200, 6066.0)	(205, 6198.0)	(210, 6301.0)	(215, 6273.0)	(220, 6403.0)	(225, 6456.0)	(230, 6437.0)	(235, 6652.0)	(240, 6564.0)	(245, 69470.0)	(250, 809173.0)
ERR5000204_1	(35, 2917.0)	(40, 3073.0)	(45, 3582.0)	(50, 3931.0)	(55, 4207.0)	(60, 4600.0)	(65, 4744.0)	(70, 4897.0)	(75, 5220.0)	(80, 5290.0)	(85, 5486.0)	(90, 5533.0)	(95, 5833.0)	(100, 5963.0)	(105, 6062.0)	(110, 6403.0)	(115, 6338.0)	(120, 6563.0)	(125, 6507.0)	(130, 6792.0)	(135, 6735.0)	(140, 6817.0)	(145, 7008.0)	(150, 7313.0)	(155, 7360.0)	(160, 7391.0)	(165, 7623.0)	(170, 7647.0)	(175, 7846.0)	(180, 8123.0)	(185, 8074.0)	(190, 8331.0)	(195, 8631.0)	(200, 8863.0)	(205, 9032.0)	(210, 9041.0)	(215, 9139.0)	(220, 9412.0)	(225, 9571.0)	(230, 9855.0)	(235, 10026.0)	(240, 10117.0)	(245, 85136.0)	(250, 935365.0)
ERR5000204_2	(35, 2890.0)	(40, 3050.0)	(45, 3570.0)	(50, 3931.0)	(55, 4199.0)	(60, 4584.0)	(65, 4741.0)	(70, 4906.0)	(75, 5225.0)	(80, 5292.0)	(85, 5490.0)	(90, 5542.0)	(95, 5836.0)	(100, 5971.0)	(105, 6066.0)	(110, 6383.0)	(115, 6348.0)	(120, 6577.0)	(125, 6513.0)	(130, 6812.0)	(135, 6748.0)	(140, 6812.0)	(145, 7014.0)	(150, 7319.0)	(155, 7361.0)	(160, 7368.0)	(165, 7587.0)	(170, 7627.0)	(175, 7830.0)	(180, 8118.0)	(185, 8048.0)	(190, 8293.0)	(195, 8568.0)	(200, 8802.0)	(205, 8972.0)	(210, 8932.0)	(215, 8959.0)	(220, 9261.0)	(225, 9375.0)	(230, 9646.0)	(235, 9844.0)	(240, 9839.0)	(245, 82694.0)	(250, 939454.0)
ERR5205865_1	(30, 1153.0)	(40, 2147.0)	(50, 2492.0)	(60, 2691.0)	(70, 2991.0)	(80, 3276.0)	(90, 3589.0)	(100, 3872.0)	(110, 4230.0)	(120, 4415.0)	(130, 4915.0)	(140, 5387.0)	(150, 5678.0)	(160, 6287.0)	(170, 7030.0)	(180, 7377.0)	(190, 8060.0)	(200, 8757.0)	(210, 9311.0)	(220, 10021.0)	(230, 10532.0)	(240, 11065.0)	(250, 11190.0)	(260, 11389.0)	(270, 11607.0)	(280, 11560.0)	(290, 34549.0)	(300, 309336.0)																
ERR5205865_2	(30, 1164.0)	(40, 2158.0)	(50, 2511.0)	(60, 2693.0)	(70, 3015.0)	(80, 3297.0)	(90, 3607.0)	(100, 3890.0)	(110, 4243.0)	(120, 4416.0)	(130, 4912.0)	(140, 5360.0)	(150, 5595.0)	(160, 6181.0)	(170, 6840.0)	(180, 7094.0)	(190, 7640.0)	(200, 8136.0)	(210, 8434.0)	(220, 8660.0)	(230, 8549.0)	(240, 8391.0)	(250, 7663.0)	(260, 7019.0)	(270, 6222.0)	(280, 5838.0)	(290, 23846.0)	(300, 347533.0)																
ERR5205866_1	(30, 2234.0)	(40, 4054.0)	(50, 4664.0)	(60, 5354.0)	(70, 5740.0)	(80, 6267.0)	(90, 6898.0)	(100, 7587.0)	(110, 8367.0)	(120, 9256.0)	(130, 9983.0)	(140, 11263.0)	(150, 12306.0)	(160, 13596.0)	(170, 14911.0)	(180, 16049.0)	(190, 17543.0)	(200, 18979.0)	(210, 20223.0)	(220, 21020.0)	(230, 21914.0)	(240, 22032.0)	(250, 21752.0)	(260, 21535.0)	(270, 20364.0)	(280, 19265.0)	(290, 42947.0)	(300, 343323.0)																
ERR5205866_2	(30, 2216.0)	(40, 4053.0)	(50, 4672.0)	(60, 5355.0)	(70, 5757.0)	(80, 6285.0)	(90, 6903.0)	(100, 7586.0)	(110, 8362.0)	(120, 9208.0)	(130, 9922.0)	(140, 11184.0)	(150, 12155.0)	(160, 13333.0)	(170, 14525.0)	(180, 15441.0)	(190, 16659.0)	(200, 17757.0)	(210, 18333.0)	(220, 18254.0)	(230, 17878.0)	(240, 16578.0)	(250, 15118.0)	(260, 13290.0)	(270, 11145.0)	(280, 9796.0)	(290, 32421.0)	(300, 405240.0)																
ERR5205867_1	(30, 4950.0)	(40, 8481.0)	(50, 9118.0)	(60, 9620.0)	(70, 10357.0)	(80, 10729.0)	(90, 11303.0)	(100, 11934.0)	(110, 12529.0)	(120, 13188.0)	(130, 14003.0)	(140, 14865.0)	(150, 15827.0)	(160, 16926.0)	(170, 18240.0)	(180, 19229.0)	(190, 20123.0)	(200, 21750.0)	(210, 22774.0)	(220, 23679.0)	(230, 24664.0)	(240, 25399.0)	(250, 25637.0)	(260, 25339.0)	(270, 24711.0)	(280, 23387.0)	(290, 58479.0)	(300, 492618.0)																
ERR5205867_2	(30, 4919.0)	(40, 8444.0)	(50, 9086.0)	(60, 9606.0)	(70, 10349.0)	(80, 10688.0)	(90, 11278.0)	(100, 11855.0)	(110, 12460.0)	(120, 13040.0)	(130, 13840.0)	(140, 14604.0)	(150, 15459.0)	(160, 16364.0)	(170, 17366.0)	(180, 18044.0)	(190, 18554.0)	(200, 19576.0)	(210, 19636.0)	(220, 19377.0)	(230, 18787.0)	(240, 17646.0)	(250, 15914.0)	(260, 13909.0)	(270, 11929.0)	(280, 10461.0)	(290, 43683.0)	(300, 582985.0)																
ERR5205868_1	(30, 5112.0)	(40, 8778.0)	(50, 9605.0)	(60, 10317.0)	(70, 10632.0)	(80, 11315.0)	(90, 11779.0)	(100, 12412.0)	(110, 13288.0)	(120, 13773.0)	(130, 14869.0)	(140, 15761.0)	(150, 16848.0)	(160, 17599.0)	(170, 19206.0)	(180, 20472.0)	(190, 21581.0)	(200, 22466.0)	(210, 23847.0)	(220, 24827.0)	(230, 25095.0)	(240, 25764.0)	(250, 25618.0)	(260, 24772.0)	(270, 23810.0)	(280, 22486.0)	(290, 47085.0)	(300, 361164.0)																
