Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
ERR4919983_1	(30, 344.0)	(40, 930.0)	(50, 1274.0)	(60, 1620.0)	(70, 1866.0)	(80, 2277.0)	(90, 2495.0)	(100, 2999.0)	(110, 3485.0)	(120, 4036.0)	(130, 4503.0)	(140, 5165.0)	(150, 5812.0)	(160, 6534.0)	(170, 7469.0)	(180, 8271.0)	(190, 9215.0)	(200, 10233.0)	(210, 11182.0)	(220, 12252.0)	(230, 13413.0)	(240, 14197.0)	(250, 15189.0)	(260, 15626.0)	(270, 16154.0)	(280, 16481.0)	(290, 37986.0)	(300, 290771.0)																
ERR4919983_2	(30, 346.0)	(40, 941.0)	(50, 1280.0)	(60, 1632.0)	(70, 1880.0)	(80, 2293.0)	(90, 2516.0)	(100, 3031.0)	(110, 3502.0)	(120, 4047.0)	(130, 4537.0)	(140, 5195.0)	(150, 5832.0)	(160, 6546.0)	(170, 7456.0)	(180, 8244.0)	(190, 9174.0)	(200, 10154.0)	(210, 11044.0)	(220, 11997.0)	(230, 12974.0)	(240, 13501.0)	(250, 14141.0)	(260, 14132.0)	(270, 14002.0)	(280, 13717.0)	(290, 32747.0)	(300, 304918.0)																
ERR4919984_1	(30, 438.0)	(40, 1107.0)	(50, 1479.0)	(60, 1909.0)	(70, 2253.0)	(80, 2624.0)	(90, 2990.0)	(100, 3477.0)	(110, 3846.0)	(120, 4506.0)	(130, 5085.0)	(140, 5625.0)	(150, 6474.0)	(160, 7002.0)	(170, 7925.0)	(180, 8733.0)	(190, 9803.0)	(200, 10902.0)	(210, 11940.0)	(220, 13081.0)	(230, 13988.0)	(240, 15200.0)	(250, 16063.0)	(260, 17272.0)	(270, 18079.0)	(280, 18239.0)	(290, 46627.0)	(300, 377407.0)																
ERR4919984_2	(30, 437.0)	(40, 1118.0)	(50, 1493.0)	(60, 1969.0)	(70, 2264.0)	(80, 2632.0)	(90, 3012.0)	(100, 3562.0)	(110, 3892.0)	(120, 4495.0)	(130, 5095.0)	(140, 5612.0)	(150, 6447.0)	(160, 6966.0)	(170, 7857.0)	(180, 8617.0)	(190, 9680.0)	(200, 10729.0)	(210, 11676.0)	(220, 12667.0)	(230, 13454.0)	(240, 14478.0)	(250, 15116.0)	(260, 15843.0)	(270, 16155.0)	(280, 15910.0)	(290, 42732.0)	(300, 390166.0)																
ERR4919985_1	(30, 1154.0)	(40, 2684.0)	(50, 3531.0)	(60, 4241.0)	(70, 4811.0)	(80, 5592.0)	(90, 6155.0)	(100, 6846.0)	(110, 7650.0)	(120, 8410.0)	(130, 9284.0)	(140, 10314.0)	(150, 11165.0)	(160, 12544.0)	(170, 13893.0)	(180, 14866.0)	(190, 16158.0)	(200, 17472.0)	(210, 18651.0)	(220, 19783.0)	(230, 20746.0)	(240, 21421.0)	(250, 22243.0)	(260, 22648.0)	(270, 22538.0)	(280, 22259.0)	(290, 44542.0)	(300, 310449.0)																
ERR4919985_2	(30, 1160.0)	(40, 2691.0)	(50, 3537.0)	(60, 4261.0)	(70, 4825.0)	(80, 5613.0)	(90, 6154.0)	(100, 6872.0)	(110, 7660.0)	(120, 8419.0)	(130, 9309.0)	(140, 10346.0)	(150, 11174.0)	(160, 12550.0)	(170, 13893.0)	(180, 14805.0)	(190, 16061.0)	(200, 17326.0)	(210, 18478.0)	(220, 19388.0)	(230, 20199.0)	(240, 20682.0)	(250, 21151.0)	(260, 21036.0)	(270, 20439.0)	(280, 19247.0)	(290, 37864.0)	(300, 326910.0)																
ERR4919991_1	(30, 389.0)	(40, 953.0)	(50, 1282.0)	(60, 1724.0)	(70, 1992.0)	(80, 2311.0)	(90, 2699.0)	(100, 3118.0)	(110, 3679.0)	(120, 4048.0)	(130, 4734.0)	(140, 5410.0)	(150, 6148.0)	(160, 6926.0)	(170, 7763.0)	(180, 8740.0)	(190, 9703.0)	(200, 10545.0)	(210, 11624.0)	(220, 12508.0)	(230, 13412.0)	(240, 14268.0)	(250, 14706.0)	(260, 15048.0)	(270, 15455.0)	(280, 15435.0)	(290, 33514.0)	(300, 263650.0)																
ERR4919991_2	(30, 378.0)	(40, 946.0)	(50, 1277.0)	(60, 1699.0)	(70, 1970.0)	(80, 2272.0)	(90, 2662.0)	(100, 3035.0)	(110, 3570.0)	(120, 3894.0)	(130, 4548.0)	(140, 5152.0)	(150, 5778.0)	(160, 6385.0)	(170, 6985.0)	(180, 7696.0)	(190, 8227.0)	(200, 8604.0)	(210, 8903.0)	(220, 8848.0)	(230, 8815.0)	(240, 8305.0)	(250, 7417.0)	(260, 6113.0)	(270, 4927.0)	(280, 4164.0)	(290, 17510.0)	(300, 341704.0)																
ERR4919992_1	(30, 782.0)	(40, 1673.0)	(50, 2188.0)	(60, 2716.0)	(70, 3205.0)	(80, 3756.0)	(90, 4410.0)	(100, 5110.0)	(110, 6136.0)	(120, 7170.0)	(130, 8480.0)	(140, 9610.0)	(150, 11193.0)	(160, 12582.0)	(170, 14006.0)	(180, 15578.0)	(190, 17147.0)	(200, 18528.0)	(210, 19481.0)	(220, 20178.0)	(230, 20604.0)	(240, 20666.0)	(250, 20117.0)	(260, 19253.0)	(270, 17983.0)	(280, 16476.0)	(290, 36356.0)	(300, 297775.0)																
ERR4919992_2	(30, 785.0)	(40, 1683.0)	(50, 2194.0)	(60, 2723.0)	(70, 3202.0)	(80, 3758.0)	(90, 4415.0)	(100, 5118.0)	(110, 6126.0)	(120, 7142.0)	(130, 8459.0)	(140, 9583.0)	(150, 11128.0)	(160, 12459.0)	(170, 13846.0)	(180, 15179.0)	(190, 16614.0)	(200, 17577.0)	(210, 18168.0)	(220, 18207.0)	(230, 17825.0)	(240, 17020.0)	(250, 15545.0)	(260, 13840.0)	(270, 11514.0)	(280, 9117.0)	(290, 20818.0)	(300, 349114.0)																
ERR4919993_1	(30, 561.0)	(40, 1388.0)	(50, 1707.0)	(60, 1888.0)	(70, 2174.0)	(80, 2433.0)	(90, 2515.0)	(100, 2846.0)	(110, 3090.0)	(120, 3392.0)	(130, 3695.0)	(140, 3981.0)	(150, 4352.0)	(160, 4555.0)	(170, 5030.0)	(180, 5296.0)	(190, 5897.0)	(200, 6282.0)	(210, 7013.0)	(220, 7478.0)	(230, 7828.0)	(240, 8604.0)	(250, 9120.0)	(260, 9525.0)	(270, 10055.0)	(280, 10379.0)	(290, 30210.0)	(300, 256897.0)																
ERR4919993_2	(30, 559.0)	(40, 1387.0)	(50, 1707.0)	(60, 1887.0)	(70, 2170.0)	(80, 2435.0)	(90, 2508.0)	(100, 2842.0)	(110, 3070.0)	(120, 3380.0)	(130, 3669.0)	(140, 3955.0)	(150, 4334.0)	(160, 4540.0)	(170, 4984.0)	(180, 5287.0)	(190, 5853.0)	(200, 6176.0)	(210, 6858.0)	(220, 7240.0)	(230, 7600.0)	(240, 8150.0)	(250, 8431.0)	(260, 8645.0)	(270, 8776.0)	(280, 8586.0)	(290, 23733.0)	(300, 269429.0)																
ERR4920008_1	(30, 957.0)	(40, 1770.0)	(50, 1824.0)	(60, 1930.0)	(70, 1944.0)	(80, 1976.0)	(90, 2025.0)	(100, 2164.0)	(110, 2252.0)	(120, 2391.0)	(130, 2451.0)	(140, 2690.0)	(150, 2822.0)	(160, 3156.0)	(170, 3242.0)	(180, 3586.0)	(190, 4028.0)	(200, 4146.0)	(210, 4427.0)	(220, 4759.0)	(230, 5286.0)	(240, 5598.0)	(250, 5977.0)	(260, 6286.0)	(270, 6695.0)	(280, 7134.0)	(290, 22596.0)	(300, 203092.0)																
ERR4920008_2	(30, 966.0)	(40, 1772.0)	(50, 1825.0)	(60, 1927.0)	(70, 1941.0)	(80, 1991.0)	(90, 2032.0)	(100, 2168.0)	(110, 2251.0)	(120, 2396.0)	(130, 2446.0)	(140, 2691.0)	(150, 2808.0)	(160, 3150.0)	(170, 3234.0)	(180, 3582.0)	(190, 4011.0)	(200, 4121.0)	(210, 4370.0)	(220, 4686.0)	(230, 5165.0)	(240, 5431.0)	(250, 5698.0)	(260, 5852.0)	(270, 6162.0)	(280, 6252.0)	(290, 17293.0)	(300, 210983.0)																
ERR4920011_1	(30, 503.0)	(40, 1246.0)	(50, 1594.0)	(60, 1800.0)	(70, 2007.0)	(80, 2195.0)	(90, 2344.0)	(100, 2459.0)	(110, 2560.0)	(120, 2618.0)	(130, 2900.0)	(140, 2986.0)	(150, 3207.0)	(160, 3284.0)	(170, 3374.0)	(180, 3567.0)	(190, 3719.0)	(200, 3904.0)	(210, 4090.0)	(220, 4307.0)	(230, 4421.0)	(240, 4649.0)	(250, 4803.0)	(260, 5272.0)	(270, 5433.0)	(280, 5759.0)	(290, 28151.0)	(300, 298728.0)																
ERR4920011_2	(30, 947.0)	(40, 1276.0)	(50, 1648.0)	(60, 1846.0)	(70, 2034.0)	(80, 2223.0)	(90, 2383.0)	(100, 2495.0)	(110, 2594.0)	(120, 2654.0)	(130, 3019.0)	(140, 3044.0)	(150, 3256.0)	(160, 3316.0)	(170, 3393.0)	(180, 3555.0)	(190, 3705.0)	(200, 3883.0)	(210, 4016.0)	(220, 4175.0)	(230, 4386.0)	(240, 4382.0)	(250, 4396.0)	(260, 4690.0)	(270, 4619.0)	(280, 4585.0)	(290, 22038.0)	(300, 307322.0)																
ERR4920012_1	(30, 693.0)	(40, 1740.0)	(50, 2082.0)	(60, 2363.0)	(70, 2523.0)	(80, 2694.0)	(90, 2806.0)	(100, 2922.0)	(110, 2998.0)	(120, 3017.0)	(130, 3120.0)	(140, 3290.0)	(150, 3408.0)	(160, 3406.0)	(170, 3603.0)	(180, 3504.0)	(190, 3699.0)	(200, 3738.0)	(210, 3765.0)	(220, 3976.0)	(230, 3988.0)	(240, 4142.0)	(250, 4289.0)	(260, 4142.0)	(270, 4403.0)	(280, 4555.0)	(290, 24075.0)	(300, 260358.0)																
ERR4920012_2	(30, 850.0)	(40, 1757.0)	(50, 2110.0)	(60, 2371.0)	(70, 2542.0)	(80, 2702.0)	(90, 2817.0)	(100, 2942.0)	(110, 3008.0)	(120, 3010.0)	(130, 3184.0)	(140, 3309.0)	(150, 3392.0)	(160, 3394.0)	(170, 3559.0)	(180, 3484.0)	(190, 3644.0)	(200, 3659.0)	(210, 3669.0)	(220, 3821.0)	(230, 3791.0)	(240, 3824.0)	(250, 3835.0)	(260, 3590.0)	(270, 3601.0)	(280, 3405.0)	(290, 18721.0)	(300, 269308.0)																
ERR4920013_1	(30, 1215.0)	(40, 2862.0)	(50, 3300.0)	(60, 3437.0)	(70, 3591.0)	(80, 3769.0)	(90, 3938.0)	(100, 3966.0)	(110, 4023.0)	(120, 4226.0)	(130, 4153.0)	(140, 4507.0)	(150, 4513.0)	(160, 4780.0)	(170, 4867.0)	(180, 4832.0)	(190, 5031.0)	(200, 5214.0)	(210, 5510.0)	(220, 5717.0)	(230, 5904.0)	(240, 6226.0)	(250, 6552.0)	(260, 6547.0)	(270, 6960.0)	(280, 7261.0)	(290, 31957.0)	(300, 327725.0)																
ERR4920013_2	(30, 1431.0)	(40, 2883.0)	(50, 3344.0)	(60, 3456.0)	(70, 3618.0)	(80, 3767.0)	(90, 3935.0)	(100, 3985.0)	(110, 4038.0)	(120, 4228.0)	(130, 4229.0)	(140, 4532.0)	(150, 4515.0)	(160, 4745.0)	(170, 4816.0)	(180, 4777.0)	(190, 4973.0)	(200, 5095.0)	(210, 5374.0)	(220, 5518.0)	(230, 5778.0)	(240, 5798.0)	(250, 5973.0)	(260, 5719.0)	(270, 5789.0)	(280, 5728.0)	(290, 25172.0)	(300, 339367.0)																
ERR4999559_1	(35, 2933.0)	(40, 3817.0)	(45, 6050.0)	(50, 8659.0)	(55, 12040.0)	(60, 16164.0)	(65, 20134.0)	(70, 24442.0)	(75, 28676.0)	(80, 32663.0)	(85, 35983.0)	(90, 39449.0)	(95, 42017.0)	(100, 44255.0)	(105, 45781.0)	(110, 47205.0)	(115, 48271.0)	(120, 48026.0)	(125, 48431.0)	(130, 47800.0)	(135, 47358.0)	(140, 46860.0)	(145, 45463.0)	(150, 43877.0)	(155, 42776.0)	(160, 41355.0)	(165, 39782.0)	(170, 38299.0)	(175, 37381.0)	(180, 35246.0)	(185, 34126.0)	(190, 32562.0)	(195, 30979.0)	(200, 29579.0)	(205, 28129.0)	(210, 26608.0)	(215, 25551.0)	(220, 23776.0)	(225, 22694.0)	(230, 21710.0)	(235, 20381.0)	(240, 19308.0)	(245, 43422.0)	(250, 307503.0)
ERR4999559_2	(35, 2887.0)	(40, 3796.0)	(45, 5995.0)	(50, 8591.0)	(55, 11913.0)	(60, 16032.0)	(65, 19982.0)	(70, 24280.0)	(75, 28435.0)	(80, 32465.0)	(85, 35715.0)	(90, 39208.0)	(95, 41697.0)	(100, 43887.0)	(105, 45445.0)	(110, 46860.0)	(115, 47883.0)	(120, 47667.0)	(125, 48100.0)	(130, 47423.0)	(135, 47072.0)	(140, 46538.0)	(145, 45086.0)	(150, 43516.0)	(155, 42400.0)	(160, 40984.0)	(165, 39421.0)	(170, 37977.0)	(175, 37013.0)	(180, 34872.0)	(185, 33803.0)	(190, 32244.0)	(195, 30699.0)	(200, 29248.0)	(205, 27767.0)	(210, 26348.0)	(215, 25259.0)	(220, 23423.0)	(225, 22432.0)	(230, 21264.0)	(235, 20080.0)	(240, 18943.0)	(245, 43583.0)	(250, 319288.0)
ERR4999560_1	(35, 9559.0)	(40, 11116.0)	(45, 15375.0)	(50, 19850.0)	(55, 23838.0)	(60, 27664.0)	(65, 30887.0)	(70, 34367.0)	(75, 36811.0)	(80, 39172.0)	(85, 41615.0)	(90, 42643.0)	(95, 44068.0)	(100, 45207.0)	(105, 45515.0)	(110, 45651.0)	(115, 45788.0)	(120, 45513.0)	(125, 44812.0)	(130, 44793.0)	(135, 44262.0)	(140, 42925.0)	(145, 41423.0)	(150, 40290.0)	(155, 39341.0)	(160, 37765.0)	(165, 35863.0)	(170, 34595.0)	(175, 32912.0)	(180, 31462.0)	(185, 29624.0)	(190, 27748.0)	(195, 26837.0)	(200, 25317.0)	(205, 23594.0)	(210, 22593.0)	(215, 20932.0)	(220, 20235.0)	(225, 19090.0)	(230, 17826.0)	(235, 17065.0)	(240, 15960.0)	(245, 32879.0)	(250, 222135.0)
ERR4999560_2	(35, 9258.0)	(40, 10832.0)	(45, 14947.0)	(50, 19451.0)	(55, 23286.0)	(60, 27023.0)	(65, 30206.0)	(70, 33607.0)	(75, 35996.0)	(80, 38269.0)	(85, 40604.0)	(90, 41653.0)	(95, 43109.0)	(100, 44234.0)	(105, 44542.0)	(110, 44755.0)	(115, 44886.0)	(120, 44657.0)	(125, 44031.0)	(130, 43835.0)	(135, 43268.0)	(140, 41960.0)	(145, 40594.0)	(150, 39476.0)	(155, 38567.0)	(160, 36931.0)	(165, 35073.0)	(170, 33785.0)	(175, 32121.0)	(180, 30741.0)	(185, 28936.0)	(190, 27086.0)	(195, 26216.0)	(200, 24621.0)	(205, 22911.0)	(210, 21995.0)	(215, 20304.0)	(220, 19678.0)	(225, 18599.0)	(230, 17043.0)	(235, 16446.0)	(240, 15237.0)	(245, 35620.0)	(250, 250528.0)
ERR4999561_1	(35, 4544.0)	(40, 5100.0)	(45, 7214.0)	(50, 9633.0)	(55, 11916.0)	(60, 14509.0)	(65, 17569.0)	(70, 20521.0)	(75, 23215.0)	(80, 25457.0)	(85, 27953.0)	(90, 29793.0)	(95, 31070.0)	(100, 32809.0)	(105, 33884.0)	(110, 34174.0)	(115, 34330.0)	(120, 35147.0)	(125, 34981.0)	(130, 34021.0)	(135, 33773.0)	(140, 33080.0)	(145, 32216.0)	(150, 31584.0)	(155, 30898.0)	(160, 30198.0)	(165, 28702.0)	(170, 27890.0)	(175, 26829.0)	(180, 25782.0)	(185, 24677.0)	(190, 23366.0)	(195, 22525.0)	(200, 21674.0)	(205, 20513.0)	(210, 19716.0)	(215, 18768.0)	(220, 17994.0)	(225, 16951.0)	(230, 16130.0)	(235, 15320.0)	(240, 14917.0)	(245, 33225.0)	(250, 243887.0)
ERR4999561_2	(35, 4545.0)	(40, 5078.0)	(45, 7185.0)	(50, 9599.0)	(55, 11880.0)	(60, 14481.0)	(65, 17562.0)	(70, 20476.0)	(75, 23163.0)	(80, 25408.0)	(85, 27959.0)	(90, 29697.0)	(95, 31087.0)	(100, 32717.0)	(105, 33846.0)	(110, 34089.0)	(115, 34313.0)	(120, 35001.0)	(125, 34894.0)	(130, 33929.0)	(135, 33692.0)	(140, 33004.0)	(145, 32175.0)	(150, 31542.0)	(155, 30864.0)	(160, 30056.0)	(165, 28621.0)	(170, 27751.0)	(175, 26739.0)	(180, 25662.0)	(185, 24504.0)	(190, 23225.0)	(195, 22346.0)	(200, 21461.0)	(205, 20371.0)	(210, 19541.0)	(215, 18596.0)	(220, 17799.0)	(225, 16797.0)	(230, 15847.0)	(235, 15035.0)	(240, 14583.0)	(245, 33752.0)	(250, 247583.0)
ERR4999562_1	(35, 3353.0)	(40, 4043.0)	(45, 6278.0)	(50, 8920.0)	(55, 12523.0)	(60, 16227.0)	(65, 20826.0)	(70, 25975.0)	(75, 31049.0)	(80, 36324.0)	(85, 40787.0)	(90, 44369.0)	(95, 48002.0)	(100, 50789.0)	(105, 52632.0)	(110, 54173.0)	(115, 54490.0)	(120, 54558.0)	(125, 54130.0)	(130, 53437.0)	(135, 52539.0)	(140, 51161.0)	(145, 49929.0)	(150, 47570.0)	(155, 45640.0)	(160, 44123.0)	(165, 42152.0)	(170, 40446.0)	(175, 38450.0)	(180, 36873.0)	(185, 34807.0)	(190, 32791.0)	(195, 30797.0)	(200, 29031.0)	(205, 27631.0)	(210, 25907.0)	(215, 24373.0)	(220, 22924.0)	(225, 21540.0)	(230, 20358.0)	(235, 18884.0)	(240, 17529.0)	(245, 34631.0)	(250, 225317.0)
ERR4999562_2	(35, 3326.0)	(40, 3999.0)	(45, 6223.0)	(50, 8832.0)	(55, 12418.0)	(60, 16118.0)	(65, 20640.0)	(70, 25731.0)	(75, 30774.0)	(80, 35935.0)	(85, 40395.0)	(90, 43998.0)	(95, 47578.0)	(100, 50221.0)	(105, 52056.0)	(110, 53552.0)	(115, 53932.0)	(120, 54017.0)	(125, 53569.0)	(130, 52933.0)	(135, 51963.0)	(140, 50572.0)	(145, 49363.0)	(150, 47009.0)	(155, 45153.0)	(160, 43568.0)	(165, 41624.0)	(170, 39956.0)	(175, 38011.0)	(180, 36371.0)	(185, 34368.0)	(190, 32332.0)	(195, 30409.0)	(200, 28622.0)	(205, 27260.0)	(210, 25566.0)	(215, 23993.0)	(220, 22541.0)	(225, 21215.0)	(230, 19950.0)	(235, 18575.0)	(240, 17283.0)	(245, 36351.0)	(250, 239986.0)
ERR4999563_1	(35, 1577.0)	(40, 1493.0)	(45, 1703.0)	(50, 1855.0)	(55, 2073.0)	(60, 2184.0)	(65, 2190.0)	(70, 2231.0)	(75, 2424.0)	(80, 2362.0)	(85, 2528.0)	(90, 2529.0)	(95, 2648.0)	(100, 2698.0)	(105, 2730.0)	(110, 2708.0)	(115, 2862.0)	(120, 2928.0)	(125, 2915.0)	(130, 3034.0)	(135, 3095.0)	(140, 3064.0)	(145, 3172.0)	(150, 3275.0)	(155, 3207.0)	(160, 3392.0)	(165, 3360.0)	(170, 3523.0)	(175, 3573.0)	(180, 3764.0)	(185, 3695.0)	(190, 3830.0)	(195, 3817.0)	(200, 3992.0)	(205, 3985.0)	(210, 3991.0)	(215, 4065.0)	(220, 4278.0)	(225, 4441.0)	(230, 4450.0)	(235, 4586.0)	(240, 4725.0)	(245, 59589.0)	(250, 688930.0)
ERR4999563_2	(35, 1449.0)	(40, 1411.0)	(45, 1596.0)	(50, 1760.0)	(55, 1984.0)	(60, 2094.0)	(65, 2107.0)	(70, 2136.0)	(75, 2315.0)	(80, 2273.0)	(85, 2425.0)	(90, 2424.0)	(95, 2546.0)	(100, 2594.0)	(105, 2629.0)	(110, 2596.0)	(115, 2736.0)	(120, 2808.0)	(125, 2797.0)	(130, 2927.0)	(135, 2982.0)	(140, 2934.0)	(145, 3046.0)	(150, 3141.0)	(155, 3075.0)	(160, 3229.0)	(165, 3204.0)	(170, 3355.0)	(175, 3409.0)	(180, 3573.0)	(185, 3492.0)	(190, 3614.0)	(195, 3588.0)	(200, 3727.0)	(205, 3727.0)	(210, 3736.0)	(215, 3749.0)	(220, 4000.0)	(225, 4082.0)	(230, 4056.0)	(235, 4184.0)	(240, 4275.0)	(245, 58331.0)	(250, 697355.0)
ERR4999564_1	(35, 6994.0)	(40, 7743.0)	(45, 10614.0)	(50, 14312.0)	(55, 18012.0)	(60, 21899.0)	(65, 25748.0)	(70, 29409.0)	(75, 32264.0)	(80, 34296.0)	(85, 36394.0)	(90, 37014.0)	(95, 38024.0)	(100, 38170.0)	(105, 37891.0)	(110, 37991.0)	(115, 37287.0)	(120, 36672.0)	(125, 35871.0)	(130, 34666.0)	(135, 33985.0)	(140, 33063.0)	(145, 31932.0)	(150, 31043.0)	(155, 30197.0)	(160, 28781.0)	(165, 28259.0)	(170, 26857.0)	(175, 25559.0)	(180, 24764.0)	(185, 23499.0)	(190, 22879.0)	(195, 22054.0)	(200, 21054.0)	(205, 19755.0)	(210, 18931.0)	(215, 18004.0)	(220, 17588.0)	(225, 16472.0)	(230, 15968.0)	(235, 15334.0)	(240, 14917.0)	(245, 39238.0)	(250, 320193.0)
ERR4999564_2	(35, 6955.0)	(40, 7732.0)	(45, 10658.0)	(50, 14327.0)	(55, 18031.0)	(60, 21927.0)	(65, 25743.0)	(70, 29399.0)	(75, 32314.0)	(80, 34285.0)	(85, 36354.0)	(90, 36994.0)	(95, 38014.0)	(100, 38155.0)	(105, 37915.0)	(110, 37979.0)	(115, 37213.0)	(120, 36670.0)	(125, 35843.0)	(130, 34648.0)	(135, 33986.0)	(140, 32978.0)	(145, 31845.0)	(150, 30971.0)	(155, 30105.0)	(160, 28678.0)	(165, 28143.0)	(170, 26752.0)	(175, 25460.0)	(180, 24660.0)	(185, 23391.0)	(190, 22750.0)	(195, 21933.0)	(200, 20947.0)	(205, 19659.0)	(210, 18792.0)	(215, 17906.0)	(220, 17481.0)	(225, 16378.0)	(230, 15811.0)	(235, 15180.0)	(240, 14780.0)	(245, 39521.0)	(250, 322334.0)
ERR4999566_1	(35, 10465.0)	(40, 12396.0)	(45, 17600.0)	(50, 23043.0)	(55, 27439.0)	(60, 32145.0)	(65, 35734.0)	(70, 38744.0)	(75, 40662.0)	(80, 41353.0)	(85, 41798.0)	(90, 41989.0)	(95, 41411.0)	(100, 40457.0)	(105, 39042.0)	(110, 38601.0)	(115, 37016.0)	(120, 35582.0)	(125, 34354.0)	(130, 32963.0)	(135, 31613.0)	(140, 30220.0)	(145, 28728.0)	(150, 27181.0)	(155, 25957.0)	(160, 24346.0)	(165, 23362.0)	(170, 22044.0)	(175, 20958.0)	(180, 19776.0)	(185, 18990.0)	(190, 18040.0)	(195, 16830.0)	(200, 15888.0)	(205, 14979.0)	(210, 14135.0)	(215, 13536.0)	(220, 13119.0)	(225, 12128.0)	(230, 11693.0)	(235, 11056.0)	(240, 10567.0)	(245, 27954.0)	(250, 213255.0)
ERR4999566_2	(35, 10404.0)	(40, 12313.0)	(45, 17581.0)	(50, 22971.0)	(55, 27368.0)	(60, 32080.0)	(65, 35650.0)	(70, 38698.0)	(75, 40504.0)	(80, 41209.0)	(85, 41643.0)	(90, 41844.0)	(95, 41282.0)	(100, 40392.0)	(105, 38946.0)	(110, 38469.0)	(115, 36879.0)	(120, 35460.0)	(125, 34275.0)	(130, 32841.0)	(135, 31547.0)	(140, 30105.0)	(145, 28701.0)	(150, 27088.0)	(155, 25834.0)	(160, 24280.0)	(165, 23279.0)	(170, 21972.0)	(175, 20842.0)	(180, 19667.0)	(185, 18911.0)	(190, 17931.0)	(195, 16722.0)	(200, 15770.0)	(205, 14904.0)	(210, 14030.0)	(215, 13381.0)	(220, 12983.0)	(225, 12036.0)	(230, 11494.0)	(235, 10907.0)	(240, 10382.0)	(245, 28008.0)	(250, 217566.0)
ERR4999567_1	(35, 3778.0)	(40, 4408.0)	(45, 6849.0)	(50, 9686.0)	(55, 12530.0)	(60, 15900.0)	(65, 19764.0)	(70, 23679.0)	(75, 27088.0)	(80, 30131.0)	(85, 33183.0)	(90, 35244.0)	(95, 37432.0)	(100, 38553.0)	(105, 39713.0)	(110, 40602.0)	(115, 40428.0)	(120, 40655.0)	(125, 40254.0)	(130, 39859.0)	(135, 39226.0)	(140, 38724.0)	(145, 37667.0)	(150, 36823.0)	(155, 35000.0)	(160, 34153.0)	(165, 32733.0)	(170, 31560.0)	(175, 30429.0)	(180, 29033.0)	(185, 27755.0)	(190, 26236.0)	(195, 25273.0)	(200, 23963.0)	(205, 22621.0)	(210, 21914.0)	(215, 20768.0)	(220, 19535.0)	(225, 18682.0)	(230, 17730.0)	(235, 16799.0)	(240, 15793.0)	(245, 35353.0)	(250, 258240.0)
ERR4999567_2	(35, 3762.0)	(40, 4388.0)	(45, 6823.0)	(50, 9703.0)	(55, 12499.0)	(60, 15852.0)	(65, 19715.0)	(70, 23630.0)	(75, 27109.0)	(80, 30067.0)	(85, 33136.0)	(90, 35193.0)	(95, 37428.0)	(100, 38486.0)	(105, 39617.0)	(110, 40504.0)	(115, 40357.0)	(120, 40603.0)	(125, 40242.0)	(130, 39786.0)	(135, 39113.0)	(140, 38598.0)	(145, 37546.0)	(150, 36728.0)	(155, 34949.0)	(160, 34104.0)	(165, 32589.0)	(170, 31494.0)	(175, 30258.0)	(180, 28894.0)	(185, 27590.0)	(190, 26138.0)	(195, 25163.0)	(200, 23869.0)	(205, 22480.0)	(210, 21746.0)	(215, 20631.0)	(220, 19335.0)	(225, 18533.0)	(230, 17445.0)	(235, 16621.0)	(240, 15567.0)	(245, 36771.0)	(250, 260684.0)
ERR4999568_1	(35, 2195.0)	(40, 1836.0)	(45, 2255.0)	(50, 2710.0)	(55, 3164.0)	(60, 3500.0)	(65, 4009.0)	(70, 4594.0)	(75, 5215.0)	(80, 5845.0)	(85, 6361.0)	(90, 6854.0)	(95, 7557.0)	(100, 8175.0)	(105, 8622.0)	(110, 9031.0)	(115, 9515.0)	(120, 9858.0)	(125, 10329.0)	(130, 10514.0)	(135, 10629.0)	(140, 10669.0)	(145, 10855.0)	(150, 10771.0)	(155, 11023.0)	(160, 10862.0)	(165, 10909.0)	(170, 10689.0)	(175, 10646.0)	(180, 10379.0)	(185, 10732.0)	(190, 10406.0)	(195, 10333.0)	(200, 10329.0)	(205, 10073.0)	(210, 10009.0)	(215, 9728.0)	(220, 9617.0)	(225, 9660.0)	(230, 9380.0)	(235, 9259.0)	(240, 9183.0)	(245, 38594.0)	(250, 359505.0)
ERR4999568_2	(35, 2176.0)	(40, 1843.0)	(45, 2239.0)	(50, 2701.0)	(55, 3149.0)	(60, 3512.0)	(65, 3994.0)	(70, 4580.0)	(75, 5209.0)	(80, 5836.0)	(85, 6350.0)	(90, 6815.0)	(95, 7577.0)	(100, 8168.0)	(105, 8570.0)	(110, 8989.0)	(115, 9487.0)	(120, 9822.0)	(125, 10260.0)	(130, 10473.0)	(135, 10592.0)	(140, 10615.0)	(145, 10778.0)	(150, 10744.0)	(155, 10941.0)	(160, 10769.0)	(165, 10816.0)	(170, 10604.0)	(175, 10559.0)	(180, 10309.0)	(185, 10640.0)	(190, 10266.0)	(195, 10210.0)	(200, 10219.0)	(205, 9915.0)	(210, 9842.0)	(215, 9571.0)	(220, 9477.0)	(225, 9514.0)	(230, 9150.0)	(235, 9030.0)	(240, 8993.0)	(245, 38503.0)	(250, 362572.0)
