Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
ERR4783231_2	(12.0, 7.0)	(13.0, 4.0)	(14.0, 32.0)	(15.0, 111.0)	(16.0, 391.0)	(17.0, 845.0)	(18.0, 1466.0)	(19.0, 2084.0)	(20.0, 2851.0)	(21.0, 3526.0)	(22.0, 4390.0)	(23.0, 5265.0)	(24.0, 6233.0)	(25.0, 7453.0)	(26.0, 8565.0)	(27.0, 10185.0)	(28.0, 11775.0)	(29.0, 13485.0)	(30.0, 15923.0)	(31.0, 18544.0)	(32.0, 22219.0)	(33.0, 27033.0)	(34.0, 33026.0)	(35.0, 42271.0)	(36.0, 54736.0)	(37.0, 74686.0)	(38.0, 110143.0)	(39.0, 190268.0)	(40.0, 391503.0)								
ERR4783239_1	(15.0, 1.0)	(16.0, 6.0)	(17.0, 22.0)	(18.0, 46.0)	(19.0, 108.0)	(20.0, 214.0)	(21.0, 370.0)	(22.0, 705.0)	(23.0, 1092.0)	(24.0, 1694.0)	(25.0, 2649.0)	(26.0, 3709.0)	(27.0, 5022.0)	(28.0, 6703.0)	(29.0, 8466.0)	(30.0, 10696.0)	(31.0, 13307.0)	(32.0, 16442.0)	(33.0, 19978.0)	(34.0, 25039.0)	(35.0, 31601.0)	(36.0, 41264.0)	(37.0, 58085.0)	(38.0, 87193.0)	(39.0, 160149.0)	(40.0, 348234.0)											
ERR4783239_2	(12.0, 3.0)	(13.0, 30.0)	(14.0, 70.0)	(15.0, 202.0)	(16.0, 605.0)	(17.0, 1288.0)	(18.0, 2159.0)	(19.0, 2755.0)	(20.0, 3410.0)	(21.0, 4132.0)	(22.0, 4795.0)	(23.0, 5613.0)	(24.0, 6444.0)	(25.0, 7777.0)	(26.0, 8859.0)	(27.0, 10184.0)	(28.0, 11621.0)	(29.0, 13035.0)	(30.0, 14986.0)	(31.0, 17437.0)	(32.0, 20909.0)	(33.0, 24738.0)	(34.0, 29746.0)	(35.0, 36177.0)	(36.0, 46849.0)	(37.0, 62145.0)	(38.0, 88704.0)	(39.0, 145790.0)	(40.0, 272332.0)								
ERR4783244_1	(15.0, 1.0)	(16.0, 6.0)	(17.0, 19.0)	(18.0, 60.0)	(19.0, 111.0)	(20.0, 231.0)	(21.0, 407.0)	(22.0, 762.0)	(23.0, 1161.0)	(24.0, 1870.0)	(25.0, 2874.0)	(26.0, 4192.0)	(27.0, 5628.0)	(28.0, 7361.0)	(29.0, 9281.0)	(30.0, 11661.0)	(31.0, 14311.0)	(32.0, 17472.0)	(33.0, 21347.0)	(34.0, 25954.0)	(35.0, 32559.0)	(36.0, 42739.0)	(37.0, 59411.0)	(38.0, 91778.0)	(39.0, 172202.0)	(40.0, 429693.0)											
ERR4783244_2	(12.0, 3.0)	(13.0, 6.0)	(14.0, 21.0)	(15.0, 98.0)	(16.0, 365.0)	(17.0, 847.0)	(18.0, 1563.0)	(19.0, 2032.0)	(20.0, 2772.0)	(21.0, 3349.0)	(22.0, 4207.0)	(23.0, 4936.0)	(24.0, 5825.0)	(25.0, 6835.0)	(26.0, 8240.0)	(27.0, 9399.0)	(28.0, 10902.0)	(29.0, 12348.0)	(30.0, 14486.0)	(31.0, 16891.0)	(32.0, 20012.0)	(33.0, 24098.0)	(34.0, 29309.0)	(35.0, 36766.0)	(36.0, 48062.0)	(37.0, 64467.0)	(38.0, 95996.0)	(39.0, 166101.0)	(40.0, 363155.0)								
ERR4783250_1	(15.0, 3.0)	(16.0, 6.0)	(17.0, 28.0)	(18.0, 51.0)	(19.0, 99.0)	(20.0, 237.0)	(21.0, 439.0)	(22.0, 726.0)	(23.0, 1186.0)	(24.0, 1911.0)	(25.0, 2892.0)	(26.0, 4191.0)	(27.0, 5574.0)	(28.0, 7544.0)	(29.0, 9541.0)	(30.0, 12198.0)	(31.0, 14940.0)	(32.0, 18223.0)	(33.0, 22473.0)	(34.0, 27490.0)	(35.0, 35092.0)	(36.0, 45529.0)	(37.0, 63706.0)	(38.0, 98908.0)	(39.0, 186233.0)	(40.0, 466264.0)											
ERR4783250_2	(12.0, 2.0)	(13.0, 4.0)	(14.0, 20.0)	(15.0, 106.0)	(16.0, 310.0)	(17.0, 797.0)	(18.0, 1345.0)	(19.0, 1888.0)	(20.0, 2319.0)	(21.0, 2980.0)	(22.0, 3658.0)	(23.0, 4378.0)	(24.0, 5361.0)	(25.0, 6327.0)	(26.0, 7582.0)	(27.0, 8759.0)	(28.0, 10123.0)	(29.0, 12024.0)	(30.0, 13856.0)	(31.0, 16191.0)	(32.0, 19771.0)	(33.0, 23753.0)	(34.0, 29299.0)	(35.0, 37145.0)	(36.0, 48816.0)	(37.0, 68286.0)	(38.0, 101903.0)	(39.0, 182243.0)	(40.0, 416238.0)								
ERR4783252_1	(15.0, 3.0)	(16.0, 4.0)	(17.0, 20.0)	(18.0, 46.0)	(19.0, 101.0)	(20.0, 195.0)	(21.0, 394.0)	(22.0, 648.0)	(23.0, 1088.0)	(24.0, 1807.0)	(25.0, 2730.0)	(26.0, 3935.0)	(27.0, 5413.0)	(28.0, 6987.0)	(29.0, 9075.0)	(30.0, 11526.0)	(31.0, 14091.0)	(32.0, 17368.0)	(33.0, 21350.0)	(34.0, 26102.0)	(35.0, 33151.0)	(36.0, 43507.0)	(37.0, 61021.0)	(38.0, 93710.0)	(39.0, 174808.0)	(40.0, 417790.0)											
ERR4783252_2	(12.0, 1.0)	(13.0, 17.0)	(14.0, 57.0)	(15.0, 154.0)	(16.0, 496.0)	(17.0, 1142.0)	(18.0, 1790.0)	(19.0, 2409.0)	(20.0, 3037.0)	(21.0, 3710.0)	(22.0, 4549.0)	(23.0, 5436.0)	(24.0, 6371.0)	(25.0, 7565.0)	(26.0, 8791.0)	(27.0, 9883.0)	(28.0, 11390.0)	(29.0, 13027.0)	(30.0, 15192.0)	(31.0, 17477.0)	(32.0, 20628.0)	(33.0, 24995.0)	(34.0, 30563.0)	(35.0, 37994.0)	(36.0, 49201.0)	(37.0, 66445.0)	(38.0, 96681.0)	(39.0, 164570.0)	(40.0, 343299.0)								
ERR4783258_1	(13.0, 1.0)	(14.0, 1.0)	(15.0, 2.0)	(16.0, 4.0)	(17.0, 32.0)	(18.0, 45.0)	(19.0, 113.0)	(20.0, 190.0)	(21.0, 412.0)	(22.0, 699.0)	(23.0, 1133.0)	(24.0, 1767.0)	(25.0, 2767.0)	(26.0, 3985.0)	(27.0, 5458.0)	(28.0, 7293.0)	(29.0, 9277.0)	(30.0, 11533.0)	(31.0, 14245.0)	(32.0, 17441.0)	(33.0, 21318.0)	(34.0, 26052.0)	(35.0, 33491.0)	(36.0, 43630.0)	(37.0, 60902.0)	(38.0, 94381.0)	(39.0, 177713.0)	(40.0, 450015.0)									
ERR4783258_2	(12.0, 1.0)	(13.0, 12.0)	(14.0, 39.0)	(15.0, 122.0)	(16.0, 435.0)	(17.0, 972.0)	(18.0, 1794.0)	(19.0, 2404.0)	(20.0, 2939.0)	(21.0, 3653.0)	(22.0, 4368.0)	(23.0, 5258.0)	(24.0, 6248.0)	(25.0, 7298.0)	(26.0, 8489.0)	(27.0, 9833.0)	(28.0, 11202.0)	(29.0, 12915.0)	(30.0, 14970.0)	(31.0, 17249.0)	(32.0, 20502.0)	(33.0, 24698.0)	(34.0, 30056.0)	(35.0, 37671.0)	(36.0, 48925.0)	(37.0, 66483.0)	(38.0, 97996.0)	(39.0, 170301.0)	(40.0, 377067.0)								
ERR4783259_1	(15.0, 2.0)	(16.0, 6.0)	(17.0, 33.0)	(18.0, 48.0)	(19.0, 97.0)	(20.0, 195.0)	(21.0, 367.0)	(22.0, 619.0)	(23.0, 1014.0)	(24.0, 1685.0)	(25.0, 2470.0)	(26.0, 3686.0)	(27.0, 4904.0)	(28.0, 6366.0)	(29.0, 8368.0)	(30.0, 10378.0)	(31.0, 13208.0)	(32.0, 15733.0)	(33.0, 19670.0)	(34.0, 24122.0)	(35.0, 30473.0)	(36.0, 40209.0)	(37.0, 55844.0)	(38.0, 85385.0)	(39.0, 159034.0)	(40.0, 374963.0)											
ERR4783259_2	(12.0, 1.0)	(13.0, 11.0)	(14.0, 20.0)	(15.0, 107.0)	(16.0, 331.0)	(17.0, 780.0)	(18.0, 1320.0)	(19.0, 1925.0)	(20.0, 2341.0)	(21.0, 3010.0)	(22.0, 3691.0)	(23.0, 4446.0)	(24.0, 5410.0)	(25.0, 6300.0)	(26.0, 7380.0)	(27.0, 8789.0)	(28.0, 10090.0)	(29.0, 11407.0)	(30.0, 13387.0)	(31.0, 15582.0)	(32.0, 18372.0)	(33.0, 22171.0)	(34.0, 27194.0)	(35.0, 33711.0)	(36.0, 44432.0)	(37.0, 60007.0)	(38.0, 88119.0)	(39.0, 151585.0)	(40.0, 316960.0)								
ERR4783264_1	(15.0, 3.0)	(16.0, 10.0)	(17.0, 18.0)	(18.0, 50.0)	(19.0, 112.0)	(20.0, 243.0)	(21.0, 357.0)	(22.0, 659.0)	(23.0, 1149.0)	(24.0, 1837.0)	(25.0, 2849.0)	(26.0, 4096.0)	(27.0, 5619.0)	(28.0, 7233.0)	(29.0, 9500.0)	(30.0, 12190.0)	(31.0, 14891.0)	(32.0, 18078.0)	(33.0, 22079.0)	(34.0, 27499.0)	(35.0, 34531.0)	(36.0, 45219.0)	(37.0, 63491.0)	(38.0, 97945.0)	(39.0, 184609.0)	(40.0, 459501.0)											
ERR4783264_2	(12.0, 5.0)	(13.0, 24.0)	(14.0, 68.0)	(15.0, 170.0)	(16.0, 445.0)	(17.0, 1004.0)	(18.0, 1669.0)	(19.0, 2316.0)	(20.0, 3033.0)	(21.0, 3657.0)	(22.0, 4505.0)	(23.0, 5246.0)	(24.0, 6351.0)	(25.0, 7319.0)	(26.0, 8731.0)	(27.0, 9802.0)	(28.0, 11433.0)	(29.0, 13274.0)	(30.0, 15274.0)	(31.0, 17923.0)	(32.0, 20577.0)	(33.0, 25093.0)	(34.0, 30927.0)	(35.0, 38978.0)	(36.0, 50846.0)	(37.0, 68874.0)	(38.0, 102514.0)	(39.0, 179203.0)	(40.0, 384507.0)								
ERR4783385_1	(14.0, 1.0)	(15.0, 3.0)	(16.0, 17.0)	(17.0, 39.0)	(18.0, 99.0)	(19.0, 217.0)	(20.0, 385.0)	(21.0, 672.0)	(22.0, 995.0)	(23.0, 1472.0)	(24.0, 2263.0)	(25.0, 3117.0)	(26.0, 4266.0)	(27.0, 5443.0)	(28.0, 6672.0)	(29.0, 8612.0)	(30.0, 10385.0)	(31.0, 12764.0)	(32.0, 15029.0)	(33.0, 18117.0)	(34.0, 22287.0)	(35.0, 26841.0)	(36.0, 34712.0)	(37.0, 48092.0)	(38.0, 73378.0)	(39.0, 138740.0)	(40.0, 493001.0)										
ERR4783385_2	(12.0, 1.0)	(13.0, 28.0)	(14.0, 85.0)	(15.0, 232.0)	(16.0, 560.0)	(17.0, 1094.0)	(18.0, 1573.0)	(19.0, 2104.0)	(20.0, 2434.0)	(21.0, 2974.0)	(22.0, 3557.0)	(23.0, 4082.0)	(24.0, 4890.0)	(25.0, 5867.0)	(26.0, 7221.0)	(27.0, 8294.0)	(28.0, 9751.0)	(29.0, 11164.0)	(30.0, 13022.0)	(31.0, 15278.0)	(32.0, 17937.0)	(33.0, 21278.0)	(34.0, 25712.0)	(35.0, 31945.0)	(36.0, 40844.0)	(37.0, 56202.0)	(38.0, 83311.0)	(39.0, 143075.0)	(40.0, 413104.0)								
ERR4783387_1	(15.0, 8.0)	(16.0, 16.0)	(17.0, 57.0)	(18.0, 130.0)	(19.0, 241.0)	(20.0, 435.0)	(21.0, 773.0)	(22.0, 1196.0)	(23.0, 1762.0)	(24.0, 2511.0)	(25.0, 3560.0)	(26.0, 4844.0)	(27.0, 6263.0)	(28.0, 7827.0)	(29.0, 9769.0)	(30.0, 12083.0)	(31.0, 14293.0)	(32.0, 17191.0)	(33.0, 20605.0)	(34.0, 24610.0)	(35.0, 30352.0)	(36.0, 39104.0)	(37.0, 54574.0)	(38.0, 83862.0)	(39.0, 160884.0)	(40.0, 573858.0)											
ERR4783387_2	(13.0, 9.0)	(14.0, 48.0)	(15.0, 152.0)	(16.0, 439.0)	(17.0, 942.0)	(18.0, 1328.0)	(19.0, 1829.0)	(20.0, 2184.0)	(21.0, 2650.0)	(22.0, 3274.0)	(23.0, 4075.0)	(24.0, 4936.0)	(25.0, 5914.0)	(26.0, 7251.0)	(27.0, 8772.0)	(28.0, 10027.0)	(29.0, 11891.0)	(30.0, 13915.0)	(31.0, 16665.0)	(32.0, 19244.0)	(33.0, 23417.0)	(34.0, 28398.0)	(35.0, 35115.0)	(36.0, 45992.0)	(37.0, 63883.0)	(38.0, 96975.0)	(39.0, 169171.0)	(40.0, 492312.0)									
ERR4783391_1	(15.0, 8.0)	(16.0, 20.0)	(17.0, 54.0)	(18.0, 123.0)	(19.0, 223.0)	(20.0, 426.0)	(21.0, 820.0)	(22.0, 1242.0)	(23.0, 1848.0)	(24.0, 2600.0)	(25.0, 3608.0)	(26.0, 4834.0)	(27.0, 6283.0)	(28.0, 7901.0)	(29.0, 9750.0)	(30.0, 11939.0)	(31.0, 14327.0)	(32.0, 17164.0)	(33.0, 20577.0)	(34.0, 24874.0)	(35.0, 30470.0)	(36.0, 39040.0)	(37.0, 53942.0)	(38.0, 82460.0)	(39.0, 157711.0)	(40.0, 525255.0)											
ERR4783391_2	(12.0, 2.0)	(13.0, 25.0)	(14.0, 61.0)	(15.0, 201.0)	(16.0, 623.0)	(17.0, 1262.0)	(18.0, 1744.0)	(19.0, 2280.0)	(20.0, 2833.0)	(21.0, 3286.0)	(22.0, 3964.0)	(23.0, 4733.0)	(24.0, 5624.0)	(25.0, 6704.0)	(26.0, 8190.0)	(27.0, 9440.0)	(28.0, 10973.0)	(29.0, 12993.0)	(30.0, 15030.0)	(31.0, 17405.0)	(32.0, 20541.0)	(33.0, 24429.0)	(34.0, 29163.0)	(35.0, 36425.0)	(36.0, 46670.0)	(37.0, 64479.0)	(38.0, 94803.0)	(39.0, 161982.0)	(40.0, 431634.0)								
ERR4783394_1	(14.0, 2.0)	(15.0, 8.0)	(16.0, 18.0)	(17.0, 57.0)	(18.0, 114.0)	(19.0, 251.0)	(20.0, 459.0)	(21.0, 754.0)	(22.0, 1247.0)	(23.0, 1762.0)	(24.0, 2635.0)	(25.0, 3681.0)	(26.0, 4970.0)	(27.0, 6144.0)	(28.0, 7702.0)	(29.0, 9858.0)	(30.0, 11842.0)	(31.0, 14335.0)	(32.0, 17077.0)	(33.0, 20396.0)	(34.0, 24493.0)	(35.0, 30085.0)	(36.0, 38564.0)	(37.0, 53691.0)	(38.0, 82176.0)	(39.0, 154803.0)	(40.0, 567735.0)										
ERR4783394_2	(12.0, 3.0)	(13.0, 13.0)	(14.0, 57.0)	(15.0, 193.0)	(16.0, 491.0)	(17.0, 1069.0)	(18.0, 1516.0)	(19.0, 2096.0)	(20.0, 2448.0)	(21.0, 3158.0)	(22.0, 3748.0)	(23.0, 4484.0)	(24.0, 5341.0)	(25.0, 6499.0)	(26.0, 7865.0)	(27.0, 9177.0)	(28.0, 10571.0)	(29.0, 12502.0)	(30.0, 14401.0)	(31.0, 16958.0)	(32.0, 19893.0)	(33.0, 23398.0)	(34.0, 28695.0)	(35.0, 35238.0)	(36.0, 45710.0)	(37.0, 62320.0)	(38.0, 94149.0)	(39.0, 162630.0)	(40.0, 480236.0)								
ERR4783401_1	(15.0, 5.0)	(16.0, 19.0)	(17.0, 51.0)	(18.0, 114.0)	(19.0, 245.0)	(20.0, 411.0)	(21.0, 729.0)	(22.0, 1166.0)	(23.0, 1690.0)	(24.0, 2550.0)	(25.0, 3477.0)	(26.0, 4776.0)	(27.0, 5960.0)	(28.0, 7658.0)	(29.0, 9426.0)	(30.0, 11750.0)	(31.0, 14188.0)	(32.0, 16790.0)	(33.0, 19960.0)	(34.0, 24586.0)	(35.0, 30112.0)	(36.0, 38571.0)	(37.0, 53797.0)	(38.0, 83197.0)	(39.0, 159729.0)	(40.0, 585257.0)											
ERR4783401_2	(12.0, 2.0)	(13.0, 15.0)	(14.0, 44.0)	(15.0, 132.0)	(16.0, 402.0)	(17.0, 901.0)	(18.0, 1363.0)	(19.0, 1761.0)	(20.0, 2244.0)	(21.0, 2813.0)	(22.0, 3461.0)	(23.0, 4000.0)	(24.0, 4825.0)	(25.0, 6092.0)	(26.0, 7215.0)	(27.0, 8784.0)	(28.0, 10067.0)	(29.0, 12000.0)	(30.0, 14023.0)	(31.0, 16352.0)	(32.0, 19461.0)	(33.0, 22866.0)	(34.0, 28253.0)	(35.0, 35194.0)	(36.0, 45842.0)	(37.0, 63821.0)	(38.0, 96048.0)	(39.0, 168379.0)	(40.0, 499854.0)								
ERR4783411_1	(14.0, 2.0)	(15.0, 3.0)	(16.0, 23.0)	(17.0, 49.0)	(18.0, 122.0)	(19.0, 212.0)	(20.0, 421.0)	(21.0, 667.0)	(22.0, 1085.0)	(23.0, 1732.0)	(24.0, 2388.0)	(25.0, 3378.0)	(26.0, 4766.0)	(27.0, 6135.0)	(28.0, 7630.0)	(29.0, 9478.0)	(30.0, 11567.0)	(31.0, 14161.0)	(32.0, 17145.0)	(33.0, 20231.0)	(34.0, 24417.0)	(35.0, 30289.0)	(36.0, 38951.0)	(37.0, 53410.0)	(38.0, 82393.0)	(39.0, 156651.0)	(40.0, 538606.0)										
ERR4783411_2	(12.0, 1.0)	(13.0, 16.0)	(14.0, 53.0)	(15.0, 156.0)	(16.0, 480.0)	(17.0, 1020.0)	(18.0, 1586.0)	(19.0, 2089.0)	(20.0, 2517.0)	(21.0, 3164.0)	(22.0, 3784.0)	(23.0, 4517.0)	(24.0, 5478.0)	(25.0, 6516.0)	(26.0, 7827.0)	(27.0, 9136.0)	(28.0, 10674.0)	(29.0, 12438.0)	(30.0, 14550.0)	(31.0, 17061.0)	(32.0, 19720.0)	(33.0, 23595.0)	(34.0, 28743.0)	(35.0, 35346.0)	(36.0, 45329.0)	(37.0, 62590.0)	(38.0, 93281.0)	(39.0, 159915.0)	(40.0, 454330.0)								
ERR4783413_1	(15.0, 3.0)	(16.0, 21.0)	(17.0, 44.0)	(18.0, 107.0)	(19.0, 217.0)	(20.0, 391.0)	(21.0, 652.0)	(22.0, 1064.0)	(23.0, 1556.0)	(24.0, 2259.0)	(25.0, 3115.0)	(26.0, 4343.0)	(27.0, 5522.0)	(28.0, 7002.0)	(29.0, 8812.0)	(30.0, 10817.0)	(31.0, 13126.0)	(32.0, 15893.0)	(33.0, 19080.0)	(34.0, 23136.0)	(35.0, 28310.0)	(36.0, 36005.0)	(37.0, 49807.0)	(38.0, 76783.0)	(39.0, 145561.0)	(40.0, 499384.0)											
ERR4783413_2	(12.0, 7.0)	(13.0, 51.0)	(14.0, 106.0)	(15.0, 300.0)	(16.0, 614.0)	(17.0, 1208.0)	(18.0, 1665.0)	(19.0, 2161.0)	(20.0, 2576.0)	(21.0, 3043.0)	(22.0, 3585.0)	(23.0, 4322.0)	(24.0, 5097.0)	(25.0, 6286.0)	(26.0, 7444.0)	(27.0, 8482.0)	(28.0, 10187.0)	(29.0, 11744.0)	(30.0, 13561.0)	(31.0, 15672.0)	(32.0, 18476.0)	(33.0, 21797.0)	(34.0, 26257.0)	(35.0, 32784.0)	(36.0, 42260.0)	(37.0, 57814.0)	(38.0, 86177.0)	(39.0, 147919.0)	(40.0, 421415.0)								
ERR4783415_1	(15.0, 3.0)	(16.0, 26.0)	(17.0, 50.0)	(18.0, 110.0)	(19.0, 256.0)	(20.0, 381.0)	(21.0, 689.0)	(22.0, 1059.0)	(23.0, 1604.0)	(24.0, 2173.0)	(25.0, 3306.0)	(26.0, 4345.0)	(27.0, 5662.0)	(28.0, 7140.0)	(29.0, 8982.0)	(30.0, 11166.0)	(31.0, 13170.0)	(32.0, 16155.0)	(33.0, 19219.0)	(34.0, 22892.0)	(35.0, 28513.0)	(36.0, 36925.0)	(37.0, 50666.0)	(38.0, 78149.0)	(39.0, 150003.0)	(40.0, 518069.0)											
ERR4783415_2	(12.0, 5.0)	(13.0, 19.0)	(14.0, 51.0)	(15.0, 174.0)	(16.0, 473.0)	(17.0, 905.0)	(18.0, 1253.0)	(19.0, 1743.0)	(20.0, 2149.0)	(21.0, 2486.0)	(22.0, 3138.0)	(23.0, 3782.0)	(24.0, 4675.0)	(25.0, 5532.0)	(26.0, 6777.0)	(27.0, 8094.0)	(28.0, 9362.0)	(29.0, 11059.0)	(30.0, 13045.0)	(31.0, 15614.0)	(32.0, 18010.0)	(33.0, 21480.0)	(34.0, 26262.0)	(35.0, 32620.0)	(36.0, 42647.0)	(37.0, 58954.0)	(38.0, 89114.0)	(39.0, 155543.0)	(40.0, 445747.0)								
ERR4783417_1	(15.0, 5.0)	(16.0, 14.0)	(17.0, 50.0)	(18.0, 129.0)	(19.0, 256.0)	(20.0, 509.0)	(21.0, 866.0)	(22.0, 1296.0)	(23.0, 1915.0)	(24.0, 2819.0)	(25.0, 4017.0)	(26.0, 5382.0)	(27.0, 6935.0)	(28.0, 8790.0)	(29.0, 11057.0)	(30.0, 13351.0)	(31.0, 16239.0)	(32.0, 19308.0)	(33.0, 23158.0)	(34.0, 28023.0)	(35.0, 34269.0)	(36.0, 43669.0)	(37.0, 60303.0)	(38.0, 93976.0)	(39.0, 180394.0)	(40.0, 680118.0)											
ERR4783417_2	(13.0, 22.0)	(14.0, 97.0)	(15.0, 221.0)	(16.0, 574.0)	(17.0, 1019.0)	(18.0, 1660.0)	(19.0, 2085.0)	(20.0, 2485.0)	(21.0, 3232.0)	(22.0, 3632.0)	(23.0, 4587.0)	(24.0, 5482.0)	(25.0, 6652.0)	(26.0, 8219.0)	(27.0, 9614.0)	(28.0, 11444.0)	(29.0, 13363.0)	(30.0, 15721.0)	(31.0, 18362.0)	(32.0, 21997.0)	(33.0, 26029.0)	(34.0, 31507.0)	(35.0, 39677.0)	(36.0, 51131.0)	(37.0, 71582.0)	(38.0, 109424.0)	(39.0, 193719.0)	(40.0, 583311.0)									
ERR4783419_1	(14.0, 1.0)	(15.0, 0.0)	(16.0, 23.0)	(17.0, 57.0)	(18.0, 121.0)	(19.0, 207.0)	(20.0, 396.0)	(21.0, 668.0)	(22.0, 1067.0)	(23.0, 1674.0)	(24.0, 2463.0)	(25.0, 3482.0)	(26.0, 4727.0)	(27.0, 6090.0)	(28.0, 7798.0)	(29.0, 9690.0)	(30.0, 12099.0)	(31.0, 14623.0)	(32.0, 17444.0)	(33.0, 21182.0)	(34.0, 25227.0)	(35.0, 31174.0)	(36.0, 40400.0)	(37.0, 56220.0)	(38.0, 87122.0)	(39.0, 167884.0)	(40.0, 599367.0)										
ERR4783419_2	(12.0, 4.0)	(13.0, 7.0)	(14.0, 47.0)	(15.0, 125.0)	(16.0, 407.0)	(17.0, 915.0)	(18.0, 1333.0)	(19.0, 1733.0)	(20.0, 2170.0)	(21.0, 2759.0)	(22.0, 3458.0)	(23.0, 4209.0)	(24.0, 4991.0)	(25.0, 6103.0)	(26.0, 7581.0)	(27.0, 9015.0)	(28.0, 10476.0)	(29.0, 12478.0)	(30.0, 14577.0)	(31.0, 16947.0)	(32.0, 20280.0)	(33.0, 24155.0)	(34.0, 29056.0)	(35.0, 36793.0)	(36.0, 48004.0)	(37.0, 66261.0)	(38.0, 101255.0)	(39.0, 176861.0)	(40.0, 509206.0)								
ERR4783518_1	(15.0, 1.0)	(16.0, 11.0)	(17.0, 52.0)	(18.0, 208.0)	(19.0, 524.0)	(20.0, 1136.0)	(21.0, 1905.0)	(22.0, 3123.0)	(23.0, 4652.0)	(24.0, 6531.0)	(25.0, 8807.0)	(26.0, 10768.0)	(27.0, 13507.0)	(28.0, 16047.0)	(29.0, 18969.0)	(30.0, 21299.0)	(31.0, 24289.0)	(32.0, 27396.0)	(33.0, 31256.0)	(34.0, 35852.0)	(35.0, 42456.0)	(36.0, 51141.0)	(37.0, 65417.0)	(38.0, 93576.0)	(39.0, 171829.0)	(40.0, 598296.0)											
ERR4783518_2	(12.0, 1.0)	(13.0, 29.0)	(14.0, 119.0)	(15.0, 345.0)	(16.0, 955.0)	(17.0, 1683.0)	(18.0, 2439.0)	(19.0, 3233.0)	(20.0, 4415.0)	(21.0, 5504.0)	(22.0, 6883.0)	(23.0, 8329.0)	(24.0, 10029.0)	(25.0, 11505.0)	(26.0, 12946.0)	(27.0, 14288.0)	(28.0, 16012.0)	(29.0, 17666.0)	(30.0, 20162.0)	(31.0, 22459.0)	(32.0, 25531.0)	(33.0, 29508.0)	(34.0, 35050.0)	(35.0, 42398.0)	(36.0, 52761.0)	(37.0, 69312.0)	(38.0, 100290.0)	(39.0, 184647.0)	(40.0, 550549.0)								
ERR4919979_1	(2.0, 196.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 1.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 2.0)	(16.0, 4.0)	(17.0, 10.0)	(18.0, 38.0)	(19.0, 87.0)	(20.0, 159.0)	(21.0, 247.0)	(22.0, 390.0)	(23.0, 583.0)	(24.0, 960.0)	(25.0, 1557.0)	(26.0, 2417.0)	(27.0, 3804.0)	(28.0, 5574.0)	(29.0, 7751.0)	(30.0, 11163.0)	(31.0, 15070.0)	(32.0, 20782.0)	(33.0, 28004.0)	(34.0, 40037.0)	(35.0, 62765.0)	(36.0, 118235.0)	(37.0, 192927.0)	
ERR4919979_2	(2.0, 198.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 14.0)	(13.0, 63.0)	(14.0, 126.0)	(15.0, 188.0)	(16.0, 281.0)	(17.0, 462.0)	(18.0, 681.0)	(19.0, 974.0)	(20.0, 1423.0)	(21.0, 1959.0)	(22.0, 2602.0)	(23.0, 3407.0)	(24.0, 4324.0)	(25.0, 5482.0)	(26.0, 7032.0)	(27.0, 8771.0)	(28.0, 11135.0)	(29.0, 14019.0)	(30.0, 17751.0)	(31.0, 23572.0)	(32.0, 31103.0)	(33.0, 42244.0)	(34.0, 60005.0)	(35.0, 82496.0)	(36.0, 89413.0)	(37.0, 103041.0)	
ERR4919980_1	(2.0, 91.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 7.0)	(17.0, 28.0)	(18.0, 45.0)	(19.0, 89.0)	(20.0, 182.0)	(21.0, 246.0)	(22.0, 350.0)	(23.0, 576.0)	(24.0, 863.0)	(25.0, 1373.0)	(26.0, 2138.0)	(27.0, 3306.0)	(28.0, 4721.0)	(29.0, 6771.0)	(30.0, 9431.0)	(31.0, 12809.0)	(32.0, 17332.0)	(33.0, 24074.0)	(34.0, 35308.0)	(35.0, 57100.0)	(36.0, 112071.0)	(37.0, 166956.0)	
