Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR10783178_2	(1.0, 55.87742903628353)	(2.0, 4.78001081844779)	(3.0, 0.7744516707329928)	(4.0, 0.24705368428968674)	(5.0, 0.1575028090930139)	(6.0, 0.0988356897701867)	(7.0, 0.08856050791107749)	(8.0, 0.06681424902585181)	(9.0, 0.07382672769831455)	('>10', 0.8468375649577213)	('>50', 0.5554849785526322)	('>100', 1.641415280634172)	('>500', 1.3610370381974637)	('>1k', 1.2914366813058602)	('>5k', 0.6080353071879495)	('>10k+', 31.531267955911744)
ERR10787957_1	(1.0, 95.18681409291597)	(2.0, 3.654450743821374)	(3.0, 0.3946729121696994)	(4.0, 0.12002856044130952)	(5.0, 0.0578061319778082)	(6.0, 0.029786379954197636)	(7.0, 0.02182252003622313)	(8.0, 0.007073976592478442)	(9.0, 0.003943440314633219)	('>10', 0.15291785220077705)	('>50', 0.08018328639754212)	('>100', 0.04600680367072089)	('>500', 0.2444932995072596)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10787957_2	(1.0, 83.13302695333282)	(2.0, 4.018582780866759)	(3.0, 0.5538824237116526)	(4.0, 0.18233338713337535)	(5.0, 0.10939667601669215)	(6.0, 0.04043024009084958)	(7.0, 0.049959852646451454)	(8.0, 0.042676223549257056)	(9.0, 0.03594794273918763)	('>10', 0.6894996033298598)	('>50', 0.16217250182773682)	('>100', 0.28490961386676167)	('>500', 0.0)	('>1k', 0.6841375486940592)	('>5k', 0.0)	('>10k+', 10.013044252194527)
ERR10787959_1	(1.0, 71.12806973127373)	(2.0, 6.168339402445723)	(3.0, 0.635197892446149)	(4.0, 0.12873129016294232)	(5.0, 0.05437847827647797)	(6.0, 0.030965365436781783)	(7.0, 0.0077865334440091315)	(8.0, 0.018846650447147135)	(9.0, 0.01312448419240272)	('>10', 0.5467670049045261)	('>50', 0.49777365285037184)	('>100', 0.7378060368814675)	('>500', 0.29142664749244507)	('>1k', 0.22386340226797463)	('>5k', 0.0)	('>10k+', 19.516923427477863)
ERR10787959_2	(1.0, 92.95700190950811)	(2.0, 6.0168024611129685)	(3.0, 0.7040821391466715)	(4.0, 0.17095434905073978)	(5.0, 0.056510178606958575)	(6.0, 0.042624939292708615)	(7.0, 0.013712924278572456)	(8.0, 0.012984374087686353)	(9.0, 0.006002258501174212)	('>10', 0.01932446641440677)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10787961_1	(1.0, 83.6920485546282)	(2.0, 5.192497965071715)	(3.0, 0.6629765910282623)	(4.0, 0.25346542256618326)	(5.0, 0.15164401690114568)	(6.0, 0.12667982209060752)	(7.0, 0.09914742904061385)	(8.0, 0.068053599455205)	(9.0, 0.07435881358390678)	('>10', 0.9440469554925749)	('>50', 0.4727342502466499)	('>100', 1.7181280538052772)	('>500', 0.2778369413955345)	('>1k', 1.1433975452598768)	('>5k', 1.710765266582013)	('>10k+', 3.41221877285225)
ERR10787961_2	(1.0, 98.68504858305222)	(2.0, 1.191239217621221)	(3.0, 0.1025445697325719)	(4.0, 0.010377018335717825)	(5.0, 0.005627988895347019)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.005162622362935025)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10788033_1	(1.0, 95.48769093042749)	(2.0, 4.201690964105401)	(3.0, 0.25452394391781974)	(4.0, 0.043678403038579845)	(5.0, 0.0037216477455054384)	(6.0, 0.004236449798366091)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.004457660966834963)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10788033_2	(1.0, 90.76349876100804)	(2.0, 4.537289253855607)	(3.0, 0.31508794456580863)	(4.0, 0.06490464250799234)	(5.0, 0.029288197342265336)	(6.0, 0.020925217990736492)	(7.0, 0.0047336453275492124)	(8.0, 0.010605064628600636)	(9.0, 0.01471948664406387)	('>10', 0.1887508947072881)	('>50', 0.02041044102763872)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 4.029786450394419)
ERR10788115_1	(1.0, 94.43484273734552)	(2.0, 5.262189325916005)	(3.0, 0.27133478181158954)	(4.0, 0.02415783707317254)	(5.0, 0.0034172641064499462)	(6.0, 0.0019188129966380078)	(7.0, 0.002139240750641715)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10788115_2	(1.0, 87.74546349955324)	(2.0, 5.397444009178249)	(3.0, 0.3355804925014937)	(4.0, 0.03936855730785674)	(5.0, 0.024947435958409907)	(6.0, 0.024442607667642124)	(7.0, 0.004215556566686676)	(8.0, 0.016411194371814836)	(9.0, 0.031066223072728067)	('>10', 0.28193541168442765)	('>50', 0.07441990931295635)	('>100', 0.20782448748877438)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 5.816880615335669)
ERR10788118_1	(1.0, 93.33524198123061)	(2.0, 6.148630507563924)	(3.0, 0.46863092094752345)	(4.0, 0.036030985012805175)	(5.0, 0.009673059397439312)	(6.0, 0.0017925458477124493)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10788118_2	(1.0, 86.6173137610498)	(2.0, 6.5883196520035865)	(3.0, 0.5063716841627608)	(4.0, 0.07633226208372364)	(5.0, 0.02501414456800097)	(6.0, 0.019237375181086196)	(7.0, 0.013603368835772693)	(8.0, 0.017167012037267653)	(9.0, 0.011777498606116123)	('>10', 0.2579979741227448)	('>50', 0.04412282728013889)	('>100', 0.1308977209310787)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 5.691844719137916)
ERR10788121_1	(1.0, 94.14685190793986)	(2.0, 5.160958864044913)	(3.0, 0.4410991515581739)	(4.0, 0.11003776698961423)	(5.0, 0.04527413265976814)	(6.0, 0.022529187992538)	(7.0, 0.01461465737046761)	(8.0, 0.0046137585445731695)	(9.0, 0.012667898922598682)	('>10', 0.0225912319966147)	('>50', 0.01876144198084775)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10788121_2	(1.0, 90.62088526195471)	(2.0, 5.473131407214786)	(3.0, 0.48601132078252685)	(4.0, 0.1303009694580865)	(5.0, 0.07295122246207088)	(6.0, 0.05030276127248131)	(7.0, 0.02909406285479477)	(8.0, 0.00460407771475051)	(9.0, 0.015201408739524693)	('>10', 0.14875557058818545)	('>50', 0.037306047138868016)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 2.9314558898191936)
ERR10794274_1	(1.0, 90.56803660139316)	(2.0, 5.182396589836929)	(3.0, 0.3705737882107829)	(4.0, 0.037383925568550545)	(5.0, 0.01238110689109132)	(6.0, 0.013757236630540215)	(7.0, 0.011399583353540136)	(8.0, 0.012526278747874079)	(9.0, 0.018257853866165553)	('>10', 0.15861605857165006)	('>50', 0.03380812047054161)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 3.580862856459159)
ERR10794274_2	(1.0, 94.83574949122462)	(2.0, 4.820060591556565)	(3.0, 0.28730020905980475)	(4.0, 0.035407103346076996)	(5.0, 0.004728256276896792)	(6.0, 0.0034889939350469692)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.01326535460099781)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10794308_1	(1.0, 61.33848468549494)	(2.0, 4.95536351657525)	(3.0, 0.7711828524997246)	(4.0, 0.2662511457367514)	(5.0, 0.18577978327832795)	(6.0, 0.11200721224024436)	(7.0, 0.0929532073093514)	(8.0, 0.10250300729974562)	(9.0, 0.06733668035756794)	('>10', 1.4364998955612212)	('>50', 0.7654277137439803)	('>100', 1.524809769535205)	('>500', 1.329926207293436)	('>1k', 2.0909678554638487)	('>5k', 0.6924056490597165)	('>10k+', 24.26810081855063)
ERR10794308_2	(1.0, 99.70488323006249)	(2.0, 0.2544557378253738)	(3.0, 0.02761991323374095)	(4.0, 0.006958794039423626)	(5.0, 0.006082324838985615)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10794316_1	(1.0, 94.63561357328258)	(2.0, 4.905021455931314)	(3.0, 0.37861905229801374)	(4.0, 0.06718224498529314)	(5.0, 0.007562188095648952)	(6.0, 0.003322123000472053)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0026793624066786537)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10794316_2	(1.0, 82.57120354479078)	(2.0, 6.144105577048324)	(3.0, 0.52557226987419)	(4.0, 0.1021656055855544)	(5.0, 0.03562938475862422)	(6.0, 0.0363714789991184)	(7.0, 0.041880800467972296)	(8.0, 0.02107062263504383)	(9.0, 0.01464487990751356)	('>10', 0.36711027258386014)	('>50', 0.18260359092795764)	('>100', 0.5810114256798653)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 9.376630546741211)
ERR10794327_1	(1.0, 87.69102947867951)	(2.0, 10.247236940277455)	(3.0, 1.3952977628858725)	(4.0, 0.28953402132163564)	(5.0, 0.10996349252863598)	(6.0, 0.05355733690805822)	(7.0, 0.028328138972682743)	(8.0, 0.014963147982149526)	(9.0, 0.012628771334782492)	('>10', 0.05988608931052215)	('>50', 0.015048852804777843)	('>100', 0.082525966993943)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10794327_2	(1.0, 84.8311033445503)	(2.0, 11.471023307507505)	(3.0, 1.5458276828761286)	(4.0, 0.3249659532414327)	(5.0, 0.1450135264253558)	(6.0, 0.07289681193745103)	(7.0, 0.040692906413553595)	(8.0, 0.03263658735571053)	(9.0, 0.012529326580344483)	('>10', 0.16148745899811778)	('>50', 0.0)	('>100', 0.103606412707755)	('>500', 0.0)	('>1k', 0.4088384351398632)	('>5k', 0.8493782462665073)	('>10k+', 0.0)
ERR10802836_1	(1.0, 56.370696719495086)	(2.0, 3.647341768600788)	(3.0, 0.5852294929544171)	(4.0, 0.256644321639235)	(5.0, 0.12438242307665813)	(6.0, 0.10423536589287569)	(7.0, 0.06816990896064756)	(8.0, 0.06805129005941762)	(9.0, 0.0592445983931658)	('>10', 0.9763336663973023)	('>50', 0.5349964549342423)	('>100', 1.7130323627464559)	('>500', 0.30170862216486716)	('>1k', 1.0995646069800957)	('>5k', 1.5151145990713604)	('>10k+', 32.57525379863338)
ERR10802836_2	(1.0, 94.45758735637202)	(2.0, 3.1417124847646867)	(3.0, 0.41437467585328835)	(4.0, 0.15667591516828644)	(5.0, 0.07642488438826496)	(6.0, 0.042483954990245494)	(7.0, 0.03934857031909789)	(8.0, 0.024097187971773532)	(9.0, 0.018014324548190117)	('>10', 0.23167600528365)	('>50', 0.1375099543784802)	('>100', 0.5147564034223552)	('>500', 0.39460207435378025)	('>1k', 0.3507362081858878)	('>5k', 0.0)	('>10k+', 0.0)
ERR10802837_1	(1.0, 94.55421924343142)	(2.0, 4.770861707821319)	(3.0, 0.460807358153902)	(4.0, 0.12897162478696414)	(5.0, 0.044705114196023035)	(6.0, 0.01159912952916848)	(7.0, 0.008629485862476735)	(8.0, 0.0023907208924885213)	(9.0, 0.002632002153318647)	('>10', 0.015183613172926798)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10802837_2	(1.0, 88.65910871306463)	(2.0, 5.273658426197947)	(3.0, 0.5397737369323331)	(4.0, 0.14572365963047423)	(5.0, 0.07048417722319748)	(6.0, 0.0360328064764106)	(7.0, 0.025504047394477557)	(8.0, 0.028360566107111483)	(9.0, 0.01826448055671919)	('>10', 0.30625786472406913)	('>50', 0.05524203360639636)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 4.8415894880862265)
ERR10805899_1	(1.0, 91.62815499721994)	(2.0, 5.567336663242595)	(3.0, 0.8382263119604728)	(4.0, 0.305342438937015)	(5.0, 0.21781011988731874)	(6.0, 0.12232649542419577)	(7.0, 0.09465635262765022)	(8.0, 0.08427349109301636)	(9.0, 0.0513114610976546)	('>10', 0.7937315610895803)	('>50', 0.09937924301305738)	('>100', 0.19745086440752188)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10805899_2	(1.0, 81.72411812485221)	(2.0, 5.043309911460465)	(3.0, 0.5189320624824573)	(4.0, 0.14248379651457388)	(5.0, 0.07537257725686043)	(6.0, 0.04351506821809698)	(7.0, 0.04015122419686335)	(8.0, 0.04523723788295967)	(9.0, 0.017804528810161147)	('>10', 0.351339928877673)	('>50', 0.17874568753409567)	('>100', 0.36431621041040224)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 11.454673641503154)
ERR10808103_1	(1.0, 91.39554769971214)	(2.0, 3.6164852465702793)	(3.0, 0.40833352433581216)	(4.0, 0.21433431981275072)	(5.0, 0.15448697993178395)	(6.0, 0.10929384002263352)	(7.0, 0.10755180305096695)	(8.0, 0.06978580058388938)	(9.0, 0.06258830383683148)	('>10', 0.5975038118254571)	('>50', 0.1484660408326328)	('>100', 0.2376322344522315)	('>500', 0.0)	('>1k', 2.877990395032582)	('>5k', 0.0)	('>10k+', 0.0)
ERR10808103_2	(1.0, 96.96288640484904)	(2.0, 2.552082667281372)	(3.0, 0.1328029090130089)	(4.0, 0.030802565821540544)	(5.0, 0.018355194238892997)	(6.0, 0.005365868254037781)	(7.0, 0.012342785592217595)	(8.0, 0.0034985697326510553)	(9.0, 0.007836819011234883)	('>10', 0.09696978267005357)	('>50', 0.03160175953086567)	('>100', 0.14545467400508036)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10808115_1	(1.0, 94.61489345507837)	(2.0, 4.701322724370273)	(3.0, 0.4721260890330897)	(4.0, 0.12003719457157778)	(5.0, 0.035492218191711146)	(6.0, 0.021283603161258158)	(7.0, 0.016807695605091613)	(8.0, 0.0053684288065498)	(9.0, 0.0029758401826994237)	('>10', 0.009692750999377145)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10808115_2	(1.0, 89.77343581329552)	(2.0, 5.411143731172877)	(3.0, 0.5834449082673766)	(4.0, 0.1637870235483696)	(5.0, 0.09018190879260952)	(6.0, 0.035792164651358475)	(7.0, 0.04765560070398754)	(8.0, 0.01869225893335179)	(9.0, 0.011864223907845542)	('>10', 0.15867664002703374)	('>50', 0.04663416633724968)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 3.6586915603624295)
ERR10808136_1	(1.0, 87.12151337802267)	(2.0, 8.356385276095184)	(3.0, 0.7847802738475367)	(4.0, 0.10705121963085126)	(5.0, 0.02404943904118362)	(6.0, 0.023186104810686375)	(7.0, 0.006730651963843986)	(8.0, 0.016425853974396214)	(9.0, 0.007890665623214605)	('>10', 0.12471709233411526)	('>50', 0.06998674962872335)	('>100', 0.07925526512009481)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 3.2780280299075018)
ERR10808136_2	(1.0, 90.18750421605507)	(2.0, 8.489887901669672)	(3.0, 0.8885911434361852)	(4.0, 0.14141105725250797)	(5.0, 0.06359631133886831)	(6.0, 0.02992739689223079)	(7.0, 0.020526996844642195)	(8.0, 0.024068568505628447)	(9.0, 0.015978605215208667)	('>10', 0.12602693912575746)	('>50', 0.012480863664255222)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10809417_1	(1.0, 82.73257131233656)	(2.0, 11.340214396367818)	(3.0, 1.5161959052588798)	(4.0, 0.3957652774158356)	(5.0, 0.1695151361053271)	(6.0, 0.12928879491765471)	(7.0, 0.08244672138584927)	(8.0, 0.07411420656130874)	(9.0, 0.042030788180790014)	('>10', 0.5281449963950522)	('>50', 0.12095274619783251)	('>100', 0.24303483643112567)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.9030234907543125)	('>10k+', 1.7227013916916314)
ERR10809417_2	(1.0, 87.83703829186513)	(2.0, 10.051873366835535)	(3.0, 1.2246264219734646)	(4.0, 0.2513447911072887)	(5.0, 0.09555448987938259)	(6.0, 0.061551997217248786)	(7.0, 0.049695205187523885)	(8.0, 0.021800151874858672)	(9.0, 0.01834002004336215)	('>10', 0.10221907614428478)	('>50', 0.03335028826244644)	('>100', 0.12438756162750295)	('>500', 0.0)	('>1k', 0.12821833798197313)	('>5k', 0.0)	('>10k+', 0.0)
ERR10809418_1	(1.0, 94.92137620544108)	(2.0, 4.154199662396556)	(3.0, 0.4588341721825532)	(4.0, 0.12923851875168596)	(5.0, 0.08595438110095999)	(6.0, 0.029948661818230516)	(7.0, 0.011427104268047923)	(8.0, 0.009685511338140895)	(9.0, 0.0035729161241993997)	('>10', 0.07269575563391144)	('>50', 0.025010412869395794)	('>100', 0.09805669807525018)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10809418_2	(1.0, 90.75912530072844)	(2.0, 5.007576779872328)	(3.0, 0.5360087742117655)	(4.0, 0.19807629174210675)	(5.0, 0.09609421756069625)	(6.0, 0.05474239230462785)	(7.0, 0.042823688511763956)	(8.0, 0.02908458149513011)	(9.0, 0.025308539625218736)	('>10', 0.17865474072236534)	('>50', 0.0295011479562335)	('>100', 0.0)	('>500', 0.2970048003701886)	('>1k', 0.0)	('>5k', 2.7459987448991403)	('>10k+', 0.0)
ERR10812834_1	(1.0, 68.17708705246798)	(2.0, 6.897328466448048)	(3.0, 0.7692642647820962)	(4.0, 0.17090908711246802)	(5.0, 0.06132745407485716)	(6.0, 0.041397560928621784)	(7.0, 0.03709072348058765)	(8.0, 0.03159331586967643)	(9.0, 0.03258077110936)	('>10', 0.6560812688326593)	('>50', 0.3730276318211163)	('>100', 0.7921831338197146)	('>500', 0.41648572173109133)	('>1k', 0.9195909810301873)	('>5k', 0.0)	('>10k+', 20.624052566491542)
ERR10812834_2	(1.0, 94.24140281194012)	(2.0, 5.147878018892368)	(3.0, 0.4886638882805098)	(4.0, 0.07941187938893324)	(5.0, 0.02128058061613529)	(6.0, 0.0071141565239405)	(7.0, 0.0)	(8.0, 0.0032374769450782956)	(9.0, 0.0)	('>10', 0.011011187412899765)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812835_1	(1.0, 94.57007896529984)	(2.0, 5.009699252641102)	(3.0, 0.34288765587618725)	(4.0, 0.0509511416992676)	(5.0, 0.007027986059501197)	(6.0, 0.001982405151416581)	(7.0, 0.002218785261471245)	(8.0, 0.0024647034747386637)	(9.0, 0.0)	('>10', 0.012689104536459207)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812835_2	(1.0, 91.819040226458)	(2.0, 5.252534573307864)	(3.0, 0.4177835218671596)	(4.0, 0.06853442411942776)	(5.0, 0.027805513444153693)	(6.0, 0.01572200831572717)	(7.0, 0.008814781063630183)	(8.0, 0.0049033185844557575)	(9.0, 0.005415373072492391)	('>10', 0.11281208641252377)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 2.266634173354602)	('>10k+', 0.0)
ERR10812836_1	(1.0, 89.75370972799007)	(2.0, 5.427244008030559)	(3.0, 0.6023775296331118)	(4.0, 0.15231788055012796)	(5.0, 0.09735731425532379)	(6.0, 0.050928634369701166)	(7.0, 0.03644456212053323)	(8.0, 0.047019027629764495)	(9.0, 0.031989385323367286)	('>10', 0.39766644812627994)	('>50', 0.12147861650963418)	('>100', 0.3737011677372645)	('>500', 0.0)	('>1k', 1.0696295131653382)	('>5k', 1.8381361845589135)	('>10k+', 0.0)
ERR10812836_2	(1.0, 95.06322979749548)	(2.0, 4.032290625072752)	(3.0, 0.2776149288673415)	(4.0, 0.04849783295016649)	(5.0, 0.028104324775128326)	(6.0, 0.0166239919314009)	(7.0, 0.010252195932997693)	(8.0, 0.006786606626677069)	(9.0, 0.007444241908484608)	('>10', 0.10573747976844103)	('>50', 0.09525504188150602)	('>100', 0.08212529286540654)	('>500', 0.2260376399242224)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812837_1	(1.0, 92.49160437487481)	(2.0, 4.873369493434908)	(3.0, 0.3980990077390434)	(4.0, 0.08991885136088276)	(5.0, 0.031950635248061125)	(6.0, 0.03824554610252885)	(7.0, 0.013573777468580284)	(8.0, 0.015128832110560068)	(9.0, 0.013944286875634617)	('>10', 0.05862653617688498)	('>50', 0.024481512771023756)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 1.9510571458370762)	('>10k+', 0.0)
ERR10812837_2	(1.0, 94.77884868312375)	(2.0, 4.705077836010273)	(3.0, 0.3942272246465095)	(4.0, 0.08152206168397617)	(5.0, 0.023277812114671313)	(6.0, 0.008106015907893829)	(7.0, 0.0)	(8.0, 0.005062030979003147)	(9.0, 0.0)	('>10', 0.003878335533921082)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812838_1	(1.0, 92.29248287019311)	(2.0, 4.979224917345704)	(3.0, 0.3665845198440356)	(4.0, 0.072348048184209)	(5.0, 0.026400960126587762)	(6.0, 0.019937349028495175)	(7.0, 0.02910328022667058)	(8.0, 0.019947085790623067)	(9.0, 0.011024848783829252)	('>10', 0.06135223559829146)	('>50', 0.0)	('>100', 0.031806238140876304)	('>500', 0.0)	('>1k', 0.0)	('>5k', 2.0897876467375767)	('>10k+', 0.0)
ERR10812838_2	(1.0, 95.0222369013073)	(2.0, 4.53005937831596)	(3.0, 0.320810445714554)	(4.0, 0.06388406976530987)	(5.0, 0.023099079927779716)	(6.0, 0.010041591731832429)	(7.0, 0.0045020555808736136)	(8.0, 0.010013809628005348)	(9.0, 0.008292367405188641)	('>10', 0.007060300623201585)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812839_1	(1.0, 94.67000740838128)	(2.0, 5.034273472322876)	(3.0, 0.2693617278041837)	(4.0, 0.017683651486022512)	(5.0, 0.004971573414419122)	(6.0, 0.0037021665912211764)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812839_2	(1.0, 92.0832249689324)	(2.0, 5.413972678164189)	(3.0, 0.3202240158247306)	(4.0, 0.03636104237865453)	(5.0, 0.011475705879439224)	(6.0, 0.014678634072721412)	(7.0, 0.016318241094908974)	(8.0, 0.009012832819478945)	(9.0, 0.004948166607700011)	('>10', 0.0495403202960263)	('>50', 0.03892807082175797)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 2.001315323107994)	('>10k+', 0.0)
ERR10812840_1	(1.0, 94.37771378486455)	(2.0, 4.9290585701044884)	(3.0, 0.4861421545677375)	(4.0, 0.13909276561816392)	(5.0, 0.03694134999199257)	(6.0, 0.013370808302870286)	(7.0, 0.017680566550191512)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812840_2	(1.0, 91.97057192706555)	(2.0, 5.201315093364195)	(3.0, 0.5628095673240756)	(4.0, 0.16259044156650765)	(5.0, 0.05017101472116269)	(6.0, 0.03102413986803359)	(7.0, 0.020123545518163165)	(8.0, 0.014127126587238841)	(9.0, 0.0031437172374458706)	('>10', 0.05038227421277087)	('>50', 0.023970582730199908)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 1.9097705698046414)	('>10k+', 0.0)
ERR10812841_1	(1.0, 93.53585190844828)	(2.0, 5.965456132462525)	(3.0, 0.4221352546213914)	(4.0, 0.05564957060647835)	(5.0, 0.008224787815104658)	(6.0, 0.005506730334653617)	(7.0, 0.002035432330576278)	(8.0, 0.0)	(9.0, 0.002459110909902906)	('>10', 0.0026810724710914224)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812841_2	(1.0, 90.3696324405455)	(2.0, 6.339305378040079)	(3.0, 0.48483846305811945)	(4.0, 0.06193552895410307)	(5.0, 0.02271813886773677)	(6.0, 0.010892533952119298)	(7.0, 0.014122436626906718)	(8.0, 0.0044558478832417)	(9.0, 0.009782858078873208)	('>10', 0.09831126904384338)	('>50', 0.014001998105637648)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 2.5700031068438554)
ERR10812867_1	(1.0, 80.27335237447785)	(2.0, 9.591146105233731)	(3.0, 1.1372119791179902)	(4.0, 0.22636161013812034)	(5.0, 0.0704139083809126)	(6.0, 0.028590607657389196)	(7.0, 0.029155117775545254)	(8.0, 0.028124337006929616)	(9.0, 0.023626917207255127)	('>10', 0.33279511010737717)	('>50', 0.1273436579551231)	('>100', 0.2220521734426676)	('>500', 0.0)	('>1k', 0.5380136343940818)	('>5k', 0.0)	('>10k+', 7.371812467105043)
ERR10812867_2	(1.0, 90.43110113184957)	(2.0, 8.447870404200932)	(3.0, 0.9335910583891468)	(4.0, 0.14081508649153)	(5.0, 0.02328727293651087)	(6.0, 0.008259163367256907)	(7.0, 0.011697822345449499)	(8.0, 0.0)	(9.0, 0.0016420542701131155)	('>10', 0.0017360061494740063)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR10812868_1	(1.0, 85.57805016481753)	(2.0, 11.439265133045204)	(3.0, 1.9854434039016817)	(4.0, 0.4856461329705098)	(5.0, 0.19704642822225396)	(6.0, 0.09457707233387817)	(7.0, 0.05097401104599607)	(8.0, 0.026264386423797307)	(9.0, 0.02945319577621619)	('>10', 0.07284361926277584)	('>50', 0.0)	('>100', 0.040436452200182445)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
